sample_idx,session_index,frame_index,true_x_m,true_y_m,est_x_m,est_y_m,rmse_xy_m
0,0,0,-1.0,-1.0,0.02197909913957119,0.3490811288356781,1.692471911512471
1,0,1,-1.0,-1.0,-0.08177664130926132,0.15258890390396118,1.4736333729418032
2,0,2,-1.0,-1.0,-0.031038623303174973,0.29399338364601135,1.6165719985357472
3,0,3,-1.0,-1.0,-0.07218911498785019,0.21012312173843384,1.5248708168605631
4,0,4,-1.0,-1.0,-0.020088844001293182,0.33702942728996277,1.6576711263365986
5,0,5,-1.0,-1.0,-0.056954994797706604,0.3092483580112457,1.6135256876765665
6,0,6,-1.0,-1.0,-0.06253155320882797,0.24506238102912903,1.5585337408548383
7,0,7,-1.0,-1.0,-0.09090851992368698,0.2730702757835388,1.5643385970533736
8,0,8,-1.0,-1.0,-0.028106100857257843,0.13494238257408142,1.4942128238486696
9,0,9,-1.0,-1.0,-0.08476686477661133,0.13053002953529358,1.4545617345069632
10,0,10,-1.0,-1.0,-0.10480854660272598,0.22062700986862183,1.5137034172704824
11,0,11,-1.0,-1.0,-0.08203005790710449,0.24823567271232605,1.5494389659543313
12,0,12,-1.0,-1.0,-0.049399442970752716,0.2423706352710724,1.564329317761501
13,0,13,-1.0,-1.0,-0.38454586267471313,0.09893976151943207,1.2595445187047576
14,0,14,-1.0,-1.0,-0.06694047152996063,0.24166256189346313,1.5531664435200014
15,0,15,-1.0,-1.0,-0.1041809618473053,0.1491709053516388,1.4570811641166475
16,0,16,-1.0,-1.0,-0.01071651466190815,0.3526678681373596,1.6758258190677073
17,0,17,-1.0,-1.0,-0.009915660135447979,0.18054869771003723,1.5407667661621893
18,0,18,-1.0,-1.0,0.03334420919418335,0.32720398902893066,1.682043603230742
19,0,19,-1.0,-1.0,0.0847160816192627,0.3346947729587555,1.7198892739612253
20,0,20,-1.0,-1.0,-0.0139151681214571,0.17822223901748657,1.5364149635356699
21,0,21,-1.0,-1.0,-0.011938883922994137,0.2960025668144226,1.6296893637417256
22,0,22,-1.0,-1.0,-0.0842386856675148,0.21859917044639587,1.5243368141721845
23,0,23,-1.0,-1.0,-0.10788222402334213,0.11628279834985733,1.4289721523197456
24,0,24,-1.0,-1.0,-0.11012069135904312,0.2507678270339966,1.535026169513293
25,0,25,-1.0,-1.0,0.01943700946867466,0.1516827642917633,1.5380588434260738
26,0,26,-1.0,-1.0,-0.05418093502521515,0.27717113494873047,1.5892576290885012
27,0,27,-1.0,-1.0,-0.2970791459083557,0.12489963322877884,1.326460294149496
28,0,28,-1.0,-1.0,-0.05013647675514221,0.1357700079679489,1.4806127865821803
29,0,29,-1.0,-1.0,-0.11759042739868164,0.18555232882499695,1.4778974856872904
30,0,30,-1.0,-1.0,-0.13001607358455658,0.16500863432884216,1.4540003955577128
31,0,31,-1.0,-1.0,-0.0031129708513617516,0.20107370615005493,1.5608849401829163
32,0,32,-1.0,-1.0,-0.01971689611673355,0.24582701921463013,1.585257053466163
33,0,33,-1.0,-1.0,-0.05859862267971039,0.1968090832233429,1.522691214562702
34,0,34,-1.0,-1.0,-0.17411230504512787,0.1995570957660675,1.456374852392266
35,0,35,-1.0,-1.0,-0.05310983210802078,0.22756248712539673,1.5503259818012438
36,0,36,-1.0,-1.0,-0.024564232677221298,0.19567200541496277,1.5430834328401095
37,0,37,-1.0,-1.0,-0.049487434327602386,0.25308340787887573,1.5727975599556545
38,0,38,-1.0,-1.0,-0.02681567519903183,0.15818971395492554,1.5127759726903744
39,0,39,-1.0,-1.0,-0.03205494210124016,0.3246970772743225,1.6406523037041596
40,0,40,-1.0,-1.0,-0.05584175884723663,0.21891096234321594,1.5418102083126652
41,0,41,-1.0,-1.0,0.018048105761408806,0.1873553991317749,1.5640443694127637
