sample_idx,session_index,frame_index,true_x_m,true_y_m,est_x_m,est_y_m,r_dev0_m,r_dev1_m,r_dev0_cal_m,r_dev1_cal_m,rmse_xy_m
0,0,0,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
1,0,1,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
2,0,2,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
3,0,3,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
4,0,4,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
5,0,5,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
6,0,6,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
7,0,7,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
8,0,8,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
9,0,9,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
10,0,10,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
11,0,11,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
12,0,12,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
13,0,13,-1.0,-1.0,-3.29849430821226,-0.8013856550245093,3.509521484375,1.52587890625,3.509521484375,1.52587890625,2.3070595447266196
14,0,14,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
15,0,15,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
16,0,16,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
17,0,17,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
18,0,18,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
19,0,19,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
20,0,20,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
21,0,21,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
22,0,22,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
23,0,23,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
24,0,24,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
25,0,25,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
26,0,26,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
27,0,27,-1.0,-1.0,-3.29849430821226,-0.8013856550245093,3.509521484375,1.52587890625,3.509521484375,1.52587890625,2.3070595447266196
28,0,28,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
29,0,29,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
30,0,30,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
31,0,31,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
32,0,32,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
33,0,33,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
34,0,34,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
35,0,35,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
36,0,36,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
37,0,37,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
38,0,38,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
39,0,39,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
40,0,40,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
41,0,41,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
42,0,42,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
43,0,43,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
44,0,44,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
45,0,45,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
46,0,46,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
47,0,47,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
48,0,48,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
49,0,49,-1.0,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.258613431165905
50,1,0,-0.8,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.4559713952434867
51,1,1,-0.8,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.4559713952434867
52,1,2,-0.8,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.4559713952434867
53,1,3,-0.8,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.4559713952434867
54,1,4,-0.8,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.4559713952434867
55,1,5,-0.8,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.4559713952434867
56,1,6,-0.8,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.4559713952434867
57,1,7,-0.8,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.4559713952434867
58,1,8,-0.8,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.4559713952434867
59,1,9,-0.8,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.4559713952434867
60,1,10,-0.8,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.4559713952434867
61,1,11,-0.8,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.4559713952434867
62,1,12,-0.8,-1.0,-3.29849430821226,-0.8013856550245093,3.509521484375,1.52587890625,3.509521484375,1.52587890625,2.5063761621510654
63,1,13,-0.8,-1.0,-3.226152157028045,-0.6184489481047061,3.509521484375,1.373291015625,3.509521484375,1.373291015625,2.4559713952434867
