frame_idx,session_index,target_range_m,music_m,music_abs_err_m,esprit_m,esprit_abs_err_m,cnn_m,cnn_abs_err_m
57,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7934380769729614,0.19343807697296145
58,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.794520914554596,0.19452091455459597
59,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7940192222595215,0.1940192222595215
60,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7899205088615417,0.18992050886154177
61,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7899361848831177,0.1899361848831177
62,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7937285304069519,0.19372853040695193
63,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7897112965583801,0.18971129655838015
64,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7941747307777405,0.1941747307777405
65,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.794414758682251,0.194414758682251
66,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7951943874359131,0.1951943874359131
67,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.795261800289154,0.19526180028915407
68,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7944240570068359,0.19442405700683596
69,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7899003028869629,0.1899003028869629
70,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7895287275314331,0.18952872753143313
71,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7929595708847046,0.1929595708847046
72,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7935155630111694,0.19351556301116946
73,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7893962264060974,0.18939622640609743
74,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7935714721679688,0.19357147216796877
75,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7928048372268677,0.1928048372268677
76,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7935734987258911,0.19357349872589114
77,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7920544147491455,0.19205441474914553
78,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7912322878837585,0.19123228788375857
79,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7875523567199707,0.18755235671997073
80,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7912371754646301,0.19123717546463015
81,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7922927141189575,0.19229271411895754
82,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7926855087280273,0.19268550872802737
83,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7935254573822021,0.19352545738220217
84,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7931883335113525,0.19318833351135256
85,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7929168939590454,0.19291689395904543
86,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7922472953796387,0.1922472953796387
87,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7912756204605103,0.19127562046051028
88,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7873056530952454,0.18730565309524538
89,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7874413132667542,0.18744131326675417
90,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7909122705459595,0.1909122705459595
91,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7915991544723511,0.1915991544723511
92,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7915940284729004,0.1915940284729004
93,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7927951216697693,0.1927951216697693
94,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7927655577659607,0.19276555776596072
95,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7927001714706421,0.1927001714706421
96,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7916635274887085,0.19166352748870852
97,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7926785945892334,0.19267859458923342
98,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.7893157005310059,0.18931570053100588
99,1,0.6,0.457763671875,0.14223632812499998,0.457763671875,0.14223632812499998,0.793415904045105,0.193415904045105
100,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.706153154373169,0.00615315437316899
101,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7054332494735718,0.005433249473571822
102,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7048227190971375,0.004822719097137496
103,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.705180287361145,0.005180287361145064
104,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7054188847541809,0.005418884754180953
105,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7059097290039062,0.005909729003906294
106,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7063431143760681,0.00634311437606816
107,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7066870927810669,0.006687092781066939
108,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7056787610054016,0.005678761005401656
109,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7050954103469849,0.005095410346984908
110,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7053117752075195,0.005311775207519576
111,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7052693367004395,0.0052693367004394975
112,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7057218551635742,0.005721855163574263
113,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7065006494522095,0.006500649452209517
114,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7065666913986206,0.00656669139862065
115,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7065257430076599,0.0065257430076599565
116,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7059592008590698,0.005959200859069869
117,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7054002285003662,0.005400228500366255
118,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7049708366394043,0.004970836639404341
119,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7048527598381042,0.0048527598381042925
120,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7056562304496765,0.005656230449676558
121,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7063761949539185,0.0063761949539185014
122,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7064105272293091,0.0064105272293091264
123,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7061448097229004,0.006144809722900435
124,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.705329418182373,0.005329418182373091
125,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.705173134803772,0.005173134803772017
126,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7050659656524658,0.005065965652465865
127,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7052106857299805,0.005210685729980513
128,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7059242725372314,0.00592427253723149
129,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7065016031265259,0.006501603126525923
130,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7065600752830505,0.0065600752830505815
131,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7061214447021484,0.006121444702148482
132,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7056168913841248,0.0056168913841248
133,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7048446536064148,0.004844653606414839
134,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7049129605293274,0.004912960529327437
135,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.704745352268219,0.0047453522682190385
136,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7061851024627686,0.006185102462768599
137,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7066631317138672,0.006663131713867232
138,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7063655257225037,0.0063655257225037065
139,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7058182954788208,0.005818295478820845
140,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7050036787986755,0.0050036787986755815
141,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7046761512756348,0.00467615127563481
142,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7047365307807922,0.004736530780792281
143,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7057512998580933,0.005751299858093306
144,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7057140469551086,0.005714046955108687
145,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7063423991203308,0.006342399120330855
146,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7063305377960205,0.006330537796020552
147,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7061108350753784,0.006110835075378462
148,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7058556079864502,0.00585560798645024
149,2,0.7,0.457763671875,0.24223632812499996,0.457763671875,0.24223632812499996,0.7047380208969116,0.0047380208969116655
150,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7648813724517822,0.03511862754821782
151,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7639505863189697,0.03604941368103032
152,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.761954128742218,0.03804587125778203
153,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7606247663497925,0.039375233650207564
154,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7594789266586304,0.04052107334136967
155,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7591413259506226,0.040858674049377486
156,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7596986889839172,0.04030131101608281
157,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.758224606513977,0.041775393486022994
158,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7606275081634521,0.039372491836547896
159,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7628021240234375,0.037197875976562544
160,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7650648355484009,0.034935164451599166
161,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7637963891029358,0.03620361089706425
162,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7592671513557434,0.040732848644256636
163,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7574059367179871,0.042594063282012984
164,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7582160234451294,0.04178397655487065
165,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7608463764190674,0.03915362358093266
166,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.765404224395752,0.03459577560424809
167,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7645097970962524,0.0354902029037476
168,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7636173367500305,0.03638266324996953
169,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.763296365737915,0.036703634262085005
170,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7612897157669067,0.038710284233093306
171,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7581581473350525,0.041841852664947554
172,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7570224404335022,0.04297755956649785
173,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7582175731658936,0.04178242683410649
174,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7605582475662231,0.0394417524337769
175,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7618389129638672,0.03816108703613286
176,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7632700204849243,0.03672997951507573
177,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7625396847724915,0.03746031522750859
178,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7629157900810242,0.037084209918975874
179,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7622812986373901,0.03771870136260991
180,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7606321573257446,0.039367842674255416
181,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.761852502822876,0.03814749717712407
182,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7603607773780823,0.03963922262191777
183,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7610557079315186,0.03894429206848149
184,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7616641521453857,0.0383358478546143
185,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.762802243232727,0.037197756767272994
186,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7619568109512329,0.038043189048767134
187,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7620790600776672,0.03792093992233281
188,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7620972990989685,0.03790270090103154
189,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7604352235794067,0.039564776420593306
190,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7592487931251526,0.040751206874847457
191,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7604235410690308,0.03957645893096928
192,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7623594403266907,0.03764055967330937
193,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7628380656242371,0.037161934375762984
194,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7632670402526855,0.0367329597473145
195,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7611309289932251,0.03886907100677495
196,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.760847806930542,0.03915219306945805
197,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7605476975440979,0.039452302455902144
198,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7594916820526123,0.04050831794738774
199,3,0.8,0.6103515625,0.18964843750000004,0.6103515625,0.18964843750000004,0.7605454921722412,0.039454507827758833
200,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7891047596931458,0.11089524030685427
201,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7861341238021851,0.11386587619781496
202,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7865282297134399,0.11347177028656008
203,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.786080002784729,0.11391999721527102
204,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7857908010482788,0.11420919895172121
205,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7856690883636475,0.11433091163635256
206,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7858694791793823,0.1141305208206177
207,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7871043682098389,0.11289563179016116
208,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7859311699867249,0.11406883001327517
209,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7929460406303406,0.10705395936965945
210,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7880219221115112,0.11197807788848879
211,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7851076126098633,0.11489238739013674
212,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7851622104644775,0.11483778953552248
213,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7845362424850464,0.11546375751495364
214,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7848376631736755,0.11516233682632449
215,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7846720218658447,0.1153279781341553
216,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7827933430671692,0.11720665693283083
217,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7808316946029663,0.11916830539703371
218,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7810866236686707,0.11891337633132937
219,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7871017456054688,0.11289825439453127
220,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7866349220275879,0.11336507797241213
221,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.785182774066925,0.11481722593307497
222,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7828612327575684,0.11713876724243166
223,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7814905047416687,0.11850949525833132
224,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.780796468257904,0.11920353174209597
225,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7817195057868958,0.11828049421310427
226,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7804610133171082,0.11953898668289187
227,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7790600061416626,0.12093999385833742
228,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7787009477615356,0.12129905223846438
229,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7805638909339905,0.11943610906600954
230,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7816355228424072,0.1183644771575928
231,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7816493511199951,0.1183506488800049
232,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7824465036392212,0.11755349636077883
233,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7830954194068909,0.11690458059310915
234,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7838211059570312,0.11617889404296877
235,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.784256100654602,0.11574389934539797
236,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7836573719978333,0.11634262800216677
237,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7819499373435974,0.11805006265640261
238,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7811668515205383,0.11883314847946169
239,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7816593050956726,0.11834069490432741
240,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7834973335266113,0.1165026664733887
241,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7829442024230957,0.11705579757690432
242,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7825796604156494,0.11742033958435061
243,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.7812217473983765,0.11877825260162356
244,4,0.9,0.6103515625,0.2896484375,0.6103515625,0.2896484375,0.780487060546875,0.11951293945312502
