exp_id,description,region_checkpoint,fine_checkpoint,run1_val_global_rmse,run1_best_epoch,run2_top1_acc,run2_top3_hit,run2_global_rmse_topk_m,run2_global_rmse_top1_m,run2_oracle_region_rmse_m,n,eval_csv
tf_fine,frozen stage1 region_drop01 + teacher-force fine_lr1e4,/home/lhp/projects/isac/models/two_stage_tune/region/region_drop01/best_model.pth,/home/lhp/projects/isac/models/two_stage_tune/fine/fine_lr1e4/best_model.pth,,,0.2496279761904762,0.5607328869047619,0.601824437385528,0.6574768911137767,0.20295436954925808,10752,/home/lhp/projects/isac/models/two_stage_joint/eval/tf_fine/two_stage_rmse.csv
joint_rmse,e2e joint global RMSE from region_drop01+fine_lr1e4,/home/lhp/projects/isac/models/two_stage_joint/joint_rmse/best_region.pth,/home/lhp/projects/isac/models/two_stage_joint/joint_rmse/best_fine.pth,0.4363154896822843,16,0.24711681547619047,0.5631510416666666,0.6030174510034312,0.6632880856896596,0.20237307443069316,10752,/home/lhp/projects/isac/models/two_stage_joint/eval/joint_rmse/two_stage_rmse.csv
