sample_idx,session_index,frame_index,true_x_m,true_y_m,est_x_m,est_y_m,r_dev0_m,r_dev1_m,rmse_xy_m
49,0,49,-1.0,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.610103419847375
50,1,0,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
51,1,1,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
52,1,2,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
53,1,3,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
54,1,4,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
55,1,5,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
56,1,6,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
57,1,7,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
58,1,8,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
59,1,9,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
60,1,10,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
61,1,11,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
62,1,12,-0.8,-1.0,-3.517012810591069,-0.16425154197534753,3.96728515625,1.52587890625,2.8426456159723053
63,1,13,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
64,1,14,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
65,1,15,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
66,1,16,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
67,1,17,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
68,1,18,-0.8,-1.0,-3.517012810591069,-0.16425154197534753,3.96728515625,1.52587890625,2.8426456159723053
69,1,19,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
70,1,20,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
71,1,21,-0.8,-1.0,-3.517012810591069,-0.16425154197534753,3.96728515625,1.52587890625,2.8426456159723053
72,1,22,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
73,1,23,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
74,1,24,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
75,1,25,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
76,1,26,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
77,1,27,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
78,1,28,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
79,1,29,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
80,1,30,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
81,1,31,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
82,1,32,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
83,1,33,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
84,1,34,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
85,1,35,-0.8,-1.0,-3.517012810591069,-0.16425154197534753,3.96728515625,1.52587890625,2.8426456159723053
86,1,36,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
87,1,37,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
88,1,38,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
89,1,39,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
90,1,40,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
91,1,41,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
92,1,42,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
93,1,43,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
94,1,44,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
95,1,45,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
96,1,46,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
97,1,47,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
98,1,48,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
99,1,49,-0.8,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.7929713348524348
100,2,0,-0.6,-1.0,-3.2366301061376133,-0.5972220643867923,3.527543108255324,1.373291015625,2.6672173481004653
101,2,1,-0.6,-1.0,-3.2341993950289982,-0.6022292478005353,3.523323544965775,1.373291015625,2.664062316102322
102,2,2,-0.6,-1.0,-3.23585620242326,-0.598821893828458,3.526197023419927,1.373291015625,2.6662111305604728
103,2,3,-0.6,-1.0,-3.2366682960450452,-0.5971429804941099,3.5276095979855944,1.373291015625,2.667267043536183
104,2,4,-0.6,-1.0,-3.240260078649904,-0.5896466322329644,3.5338904905591098,1.373291015625,2.6719586765798127
105,2,5,-0.6,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.9780426276861482
106,2,6,-0.6,-1.0,-3.244808081140835,-0.579983667634545,3.541924034705079,1.373291015625,2.6779513635466934
107,2,7,-0.6,-1.0,-3.2336541458865162,-0.6033453919052937,3.5223803357277075,1.373291015625,2.6633567238107627
108,2,8,-0.6,-1.0,-3.231622740532111,-0.607481389509603,3.5188767551146736,1.373291015625,2.6607346932881244
109,2,9,-0.6,-1.0,-3.2419344176374087,-0.5861118629442477,3.536837348871021,1.373291015625,2.6741579716038832
110,2,10,-0.6,-1.0,-3.3018279389752556,-0.7959588267254376,3.5145103336792127,1.52587890625,2.7095215467345035
111,2,11,-0.6,-1.0,-3.2991829937528023,-0.8002686956780214,3.51055033133522,1.52587890625,2.706562659110352
112,2,12,-0.6,-1.0,-3.251558465896263,-0.5652695109766109,3.5540236399431775,1.373291015625,2.6869597868506814
113,2,13,-0.6,-1.0,-3.2334891400557852,-0.6036826608084622,3.522095133664853,1.373291015625,2.6631433465241066
114,2,14,-0.6,-1.0,-3.236988377383911,-0.596479645766279,3.5281671077298586,1.373291015625,2.66768371040098
115,2,15,-0.6,-1.0,-3.3059867403131524,-0.7891166394551079,3.5207650929834666,1.52587890625,2.714191597972646
116,2,16,-0.6,-1.0,-3.3031049400264845,-0.7938664571685015,3.5164272163618895,1.52587890625,2.710953218754586
117,2,17,-0.6,-1.0,-3.321926094222067,-0.7621140583623225,3.545074693145079,1.52587890625,2.7323014811026693
118,2,18,-0.6,-1.0,-3.227328658493817,-0.6161108484973392,3.511523807919043,1.373291015625,2.655226310577754
119,2,19,-0.6,-1.0,-3.239900660978565,-0.5904020363288587,3.5332595025266933,1.373291015625,2.6714875990126945
120,2,20,-0.6,-1.0,-3.2322606753852647,-0.6061863092279424,3.5199752382972287,1.373291015625,2.6615569665553283
121,2,21,-0.6,-1.0,-3.2414988668749145,-0.5870338807468002,3.536069591807945,1.373291015625,2.67358509858065
122,2,22,-0.6,-1.0,-3.2362965950578393,-0.5979121529495274,3.5269627134447563,1.373291015625,2.666783525871427
123,2,23,-0.6,-1.0,-3.2529657952242896,-0.562143157562475,3.5565740206332848,1.373291015625,2.688855913785528
124,2,24,-0.6,-1.0,-3.240725409664087,-0.5886668594461788,3.5347082502616787,1.373291015625,2.6725691088844514
125,2,25,-0.6,-1.0,-3.228925508693116,-0.612919495268106,3.514249886860123,1.373291015625,2.6572693968434695
126,2,26,-0.6,-1.0,-3.2392221703672126,-0.5918248271800709,3.5320698728004962,1.373291015625,2.6705993028278128
127,2,27,-0.6,-1.0,-3.245992855307762,-0.5774339945988244,3.544032118425579,1.373291015625,2.6795223864077773
128,2,28,-0.6,-1.0,-3.2368658045879424,-0.5967337723284696,3.5279535629928915,1.373291015625,2.6675241183137675
129,2,29,-0.6,-1.0,-3.2460497979211516,-0.5773111073736612,3.544133600160455,1.373291015625,2.679597998399806
130,2,30,-0.6,-1.0,-3.237744936246655,-0.594908132733203,3.5294865671440303,1.373291015625,2.668669662888341
131,2,31,-0.6,-1.0,-3.243183451031717,-0.5834578996613313,3.5390437153386345,1.373291015625,2.675803818885549
132,2,32,-0.6,-1.0,-3.232215176331449,-0.6062787913285438,3.5198968384894416,1.373291015625,2.6614982856780713
133,2,33,-0.6,-1.0,-3.2401378041535263,-0.5899037551207944,3.5336757646574304,1.373291015625,2.671798374687848
134,2,34,-0.6,-1.0,-3.3185501819422685,-0.7679400069267823,3.5398795370182645,1.52587890625,2.7284367194647343
135,2,35,-0.6,-1.0,-3.3055808839908387,-0.7897879410933015,3.520153151232038,1.52587890625,2.7137348856375856
136,2,36,-0.6,-1.0,-3.2407237583166855,-0.5886703399568066,3.534705346565094,1.373291015625,2.6725669415319513
137,2,37,-0.6,-1.0,-3.2363337686768365,-0.5978352833562713,3.527027382212762,1.373291015625,2.6668318655623833
138,2,38,-0.6,-1.0,-3.2384414359733737,-0.5934568419527687,3.5307034128738097,1.373291015625,2.6695787215244757
139,2,39,-0.6,-1.0,-3.2374574029333556,-0.5955059945305164,3.528984818217231,1.373291015625,2.668294764966702
140,2,40,-0.6,-1.0,-3.235499911265739,-0.5995566552534449,3.5255781423258123,1.373291015625,2.66574842298247
141,2,41,-0.6,-1.0,-3.2268834014161483,-0.6169970282958329,3.510765401743274,1.373291015625,2.6546577333000756
142,2,42,-0.6,-1.0,-3.229557847293176,-0.6116499928522157,3.5153320798126866,1.373291015625,2.6580801719122027
143,2,43,-0.6,-1.0,-3.2575681359682234,-0.551770420549846,3.564985143765659,1.373291015625,2.695102623873102
144,2,44,-0.6,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.9780426276861482
145,2,45,-0.6,-1.0,-3.242059997015964,-0.5858456941968986,3.5370588664697973,1.373291015625,2.674323244644754
146,2,46,-0.6,-1.0,-3.3701225375210693,0.09323328683024057,3.96728515625,1.373291015625,2.9780426276861482
147,2,47,-0.6,-1.0,-3.231835889522324,-0.6070490547567703,3.5192436051882745,1.373291015625,2.661009318800915
148,2,48,-0.6,-1.0,-3.239879654041968,-0.5904461508800911,3.5332226403446265,1.373291015625,2.671460077027855
149,2,49,-0.6,-1.0,-3.2277787288225257,-0.6152134642929139,3.5122911712605482,1.373291015625,2.6558015222741305
150,3,0,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
151,3,1,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
152,3,2,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
153,3,3,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
154,3,4,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
155,3,5,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
156,3,6,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
157,3,7,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
158,3,8,-0.4,-1.0,0.2968590706586838,-1.0260335501686209,1.068115234375,1.52587890625,0.6973451871875697
159,3,9,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
160,3,10,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
161,3,11,-0.4,-1.0,0.2968590706586838,-1.0260335501686209,1.068115234375,1.52587890625,0.6973451871875697
162,3,12,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
163,3,13,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
164,3,14,-0.4,-1.0,0.2968590706586838,-1.0260335501686209,1.068115234375,1.52587890625,0.6973451871875697
165,3,15,-0.4,-1.0,0.2968590706586838,-1.0260335501686209,1.068115234375,1.52587890625,0.6973451871875697
166,3,16,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
167,3,17,-0.4,-1.0,0.26193447411060333,-0.877257458461501,0.91552734375,1.373291015625,0.67321837431803
168,3,18,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
169,3,19,-0.4,-1.0,0.2968590706586838,-1.0260335501686209,1.068115234375,1.52587890625,0.6973451871875697
170,3,20,-0.4,-1.0,0.2968590706586838,-1.0260335501686209,1.068115234375,1.52587890625,0.6973451871875697
171,3,21,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
172,3,22,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
173,3,23,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
174,3,24,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
175,3,25,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
176,3,26,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
177,3,27,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
178,3,28,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
179,3,29,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
180,3,30,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
181,3,31,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
182,3,32,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
183,3,33,-0.4,-1.0,0.2968590706586838,-1.0260335501686209,1.068115234375,1.52587890625,0.6973451871875697
184,3,34,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
185,3,35,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
186,3,36,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
187,3,37,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
188,3,38,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
189,3,39,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
190,3,40,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
191,3,41,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
192,3,42,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
193,3,43,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
194,3,44,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
195,3,45,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
196,3,46,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
197,3,47,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
198,3,48,-0.4,-1.0,0.1862645149230957,-1.051748869447657,1.068115234375,1.373291015625,0.5885439889652458
199,4,0,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
200,4,1,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
201,4,2,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
202,4,3,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
203,4,4,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
204,4,5,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
205,4,6,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
206,4,7,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
207,4,8,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
208,4,9,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
209,4,10,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
210,4,11,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
211,4,12,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
212,4,13,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
213,4,14,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
214,4,15,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
215,4,16,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
216,4,17,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
217,4,18,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
218,4,19,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
219,4,20,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
220,4,21,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
221,4,22,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
222,4,23,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
223,4,24,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
224,4,25,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
225,4,26,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
226,4,27,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
227,4,28,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
228,4,29,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
229,4,30,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
230,4,31,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
231,4,32,-0.2,-1.0,0.43655745685100555,-0.6256949704148632,0.762939453125,1.52587890625,0.7384508453819725
232,4,33,-0.2,-1.0,0.43655745685100555,-0.6256949704148632,0.762939453125,1.52587890625,0.7384508453819725
233,4,34,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
234,4,35,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
235,4,36,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
236,4,37,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
237,4,38,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
238,4,39,-0.2,-1.0,0.3259629011154175,-0.6898005481522138,0.762939453125,1.373291015625,0.6106231843587446
