sample_idx,session_index,frame_index,true_x_m,true_y_m,est_x_m,est_y_m,r_dev0_m,r_dev1_m,r_dev0_cal_m,r_dev1_cal_m,rmse_xy_m
0,0,0,-1.0,-1.0,-3.2170146640783877,-3.2170146640783877,3.509521484375,3.509521484375,3.4395214843750015,3.4395214843750015,3.135332205919687
1,0,1,-1.0,-1.0,-3.2170146640783877,-3.2170146640783877,3.509521484375,3.509521484375,3.4395214843750015,3.4395214843750015,3.135332205919687
2,0,2,-1.0,-1.0,-3.2170146640783877,-3.2170146640783877,3.509521484375,3.509521484375,3.4395214843750015,3.4395214843750015,3.135332205919687
3,0,3,-1.0,-1.0,-3.2170146640783877,-3.2170146640783877,3.509521484375,3.509521484375,3.4395214843750015,3.4395214843750015,3.135332205919687
4,0,4,-1.0,-1.0,-3.2170146640783877,-3.2170146640783877,3.509521484375,3.509521484375,3.4395214843750015,3.4395214843750015,3.135332205919687
5,0,5,-1.0,-1.0,-3.2170146640783877,-3.2170146640783877,3.509521484375,3.509521484375,3.4395214843750015,3.4395214843750015,3.135332205919687
6,0,6,-1.0,-1.0,-3.2170146640783877,-3.2170146640783877,3.509521484375,3.509521484375,3.4395214843750015,3.4395214843750015,3.135332205919687
7,0,7,-1.0,-1.0,-3.2170146640783877,-3.2170146640783877,3.509521484375,3.509521484375,3.4395214843750015,3.4395214843750015,3.135332205919687
8,0,8,-1.0,-1.0,-3.2170146640783877,-3.2170146640783877,3.509521484375,3.509521484375,3.4395214843750015,3.4395214843750015,3.135332205919687
9,0,9,-1.0,-1.0,-3.2170146640783877,-3.2170146640783877,3.509521484375,3.509521484375,3.4395214843750015,3.4395214843750015,3.135332205919687
10,0,10,-1.0,-1.0,-3.2170146640783877,-3.2170146640783877,3.509521484375,3.509521484375,3.4395214843750015,3.4395214843750015,3.135332205919687
11,0,11,-1.0,-1.0,-3.333039424518452,-1.1507908172405816,3.509521484375,1.8310546875,3.4395214843750015,1.7610546875000017,2.3379073606371725
12,0,12,-1.0,-1.0,-3.2170146640783877,-3.2170146640783877,3.509521484375,3.509521484375,3.4395214843750015,3.4395214843750015,3.135332205919687
13,0,13,-1.0,-1.0,-3.2170146640783877,-3.2170146640783877,3.509521484375,3.509521484375,3.4395214843750015,3.4395214843750015,3.135332205919687
14,0,14,-1.0,-1.0,-3.2170146640783877,-3.2170146640783877,3.509521484375,3.509521484375,3.4395214843750015,3.4395214843750015,3.135332205919687
15,0,15,-1.0,-1.0,-3.2170146640783877,-3.2170146640783877,3.509521484375,3.509521484375,3.4395214843750015,3.4395214843750015,3.135332205919687
16,0,16,-1.0,-1.0,-3.2170146640783877,-3.2170146640783877,3.509521484375,3.509521484375,3.4395214843750015,3.4395214843750015,3.135332205919687
17,0,17,-1.0,-1.0,-3.2170146640783877,-3.2170146640783877,3.509521484375,3.509521484375,3.4395214843750015,3.4395214843750015,3.135332205919687
18,0,18,-1.0,-1.0,-3.2170146640783877,-3.2170146640783877,3.509521484375,3.509521484375,3.4395214843750015,3.4395214843750015,3.135332205919687
19,0,19,-1.0,-1.0,-3.2170146640783877,-3.2170146640783877,3.509521484375,3.509521484375,3.4395214843750015,3.4395214843750015,3.135332205919687
20,0,20,-1.0,-1.0,-3.2170146640783877,-3.2170146640783877,3.509521484375,3.509521484375,3.4395214843750015,3.4395214843750015,3.135332205919687
21,0,21,-1.0,-1.0,-3.2170146640783877,-3.2170146640783877,3.509521484375,3.509521484375,3.4395214843750015,3.4395214843750015,3.135332205919687
