exp_id,description,region_checkpoint,fine_checkpoint,n_aug_sessions,n_holdout_sessions,run1_val_rmse,run1_best_epoch,holdout_global_rmse,holdout_top1,holdout_top3,n,eval_csv
joint_direct_zeroshot,joint_direct zeroshot on Run2 90% holdout,/home/lhp/projects/isac/models/two_stage_joint/joint_direct/best_region.pth,/home/lhp/projects/isac/models/two_stage_joint/joint_direct/best_fine.pth,22,195,0.3717392285303636,56,0.6431164478196895,0.24966359590104545,0.5394886657695891,9661,/home/lhp/projects/isac/models/two_stage_joint_run2_10pct/eval/joint_direct_zeroshot/two_stage_rmse.csv
joint_ft_run2_10,joint finetune Run1+Run2_10pct_sess on same holdout,/home/lhp/projects/isac/models/two_stage_joint_run2_10pct/joint_ft/best_region.pth,/home/lhp/projects/isac/models/two_stage_joint_run2_10pct/joint_ft/best_fine.pth,22,195,0.39141937299208207,1,0.5590934955893505,0.2849601490528931,0.5721974950833247,9661,/home/lhp/projects/isac/models/two_stage_joint_run2_10pct/eval/joint_ft_run2_10/two_stage_rmse.csv
