sample_idx,session_index,frame_index,true_x_m,true_y_m,est_x_m,est_y_m,r_dev0_m,r_dev1_m,r_dev0_cal_m,r_dev1_cal_m,rmse_xy_m
0,0,0,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
1,0,1,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
2,0,2,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
3,0,3,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
4,0,4,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
5,0,5,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
6,0,6,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
7,0,7,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
8,0,8,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
9,0,9,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
10,0,10,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
11,0,11,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
12,0,12,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
13,0,13,-1.0,-1.0,-3.5657119002522326,-1.378200659173856,3.509521484375,1.52587890625,3.619521484375002,2.0858789062500023,2.5934365798483414
14,0,14,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
15,0,15,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
16,0,16,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
17,0,17,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
18,0,18,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
19,0,19,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
20,0,20,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
21,0,21,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
22,0,22,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
23,0,23,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
24,0,24,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
25,0,25,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
26,0,26,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
27,0,27,-1.0,-1.0,-3.5657119002522326,-1.378200659173856,3.509521484375,1.52587890625,3.619521484375002,2.0858789062500023,2.5934365798483414
28,0,28,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
29,0,29,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
30,0,30,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
31,0,31,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
32,0,32,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
33,0,33,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
34,0,34,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
35,0,35,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
36,0,36,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
37,0,37,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
38,0,38,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
39,0,39,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
40,0,40,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
41,0,41,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
42,0,42,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
43,0,43,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
44,0,44,-1.0,-1.0,-3.526794845415335,-1.1859644392263693,3.509521484375,1.373291015625,3.619521484375002,1.9332910156250023,2.5336288132783547
