sample_idx,session_index,frame_index,true_x_m,true_y_m,est_x_m,est_y_m,r_dev0_m,r_dev1_m,r_dev0_cal_m,r_dev1_cal_m,rmse_xy_m
0,0,0,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
1,0,1,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
2,0,2,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
3,0,3,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
4,0,4,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
5,0,5,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
6,0,6,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
7,0,7,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
8,0,8,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
9,0,9,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
10,0,10,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
11,0,11,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
12,0,12,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
13,0,13,-1.0,-1.0,-3.582591187162895,-1.3587847312407677,3.509521484375,1.52587890625,3.6395214843750017,2.0858789062500023,2.607394048352293
14,0,14,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
15,0,15,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
16,0,16,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
17,0,17,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
18,0,18,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
19,0,19,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
20,0,20,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
21,0,21,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
22,0,22,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
23,0,23,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
24,0,24,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
25,0,25,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
26,0,26,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
27,0,27,-1.0,-1.0,-3.582591187162895,-1.3587847312407677,3.509521484375,1.52587890625,3.6395214843750017,2.0858789062500023,2.607394048352293
28,0,28,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
29,0,29,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
30,0,30,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
31,0,31,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
32,0,32,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
33,0,33,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
34,0,34,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
35,0,35,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
36,0,36,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
37,0,37,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
38,0,38,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
39,0,39,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
40,0,40,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
41,0,41,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
42,0,42,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
43,0,43,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
44,0,44,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
45,0,45,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
46,0,46,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
47,0,47,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
48,0,48,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
49,0,49,-1.0,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.5479139297004876
50,1,0,-0.8,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.7475226909131183
51,1,1,-0.8,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.7475226909131183
52,1,2,-0.8,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.7475226909131183
53,1,3,-0.8,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.7475226909131183
54,1,4,-0.8,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.7475226909131183
55,1,5,-0.8,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.7475226909131183
56,1,6,-0.8,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.7475226909131183
57,1,7,-0.8,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.7475226909131183
58,1,8,-0.8,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.7475226909131183
59,1,9,-0.8,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.7475226909131183
60,1,10,-0.8,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.7475226909131183
61,1,11,-0.8,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.7475226909131183
62,1,12,-0.8,-1.0,-3.582591187162895,-1.3587847312407677,3.509521484375,1.52587890625,3.6395214843750017,2.0858789062500023,2.805626525082788
63,1,13,-0.8,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.7475226909131183
64,1,14,-0.8,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.7475226909131183
65,1,15,-0.8,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.7475226909131183
66,1,16,-0.8,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.7475226909131183
67,1,17,-0.8,-1.0,-3.5425388598017014,-1.165413238768987,3.509521484375,1.373291015625,3.6395214843750017,1.9332910156250023,2.7475226909131183
68,1,18,-0.8,-1.0,-3.582591187162895,-1.3587847312407677,3.509521484375,1.52587890625,3.6395214843750017,2.0858789062500023,2.805626525082788
