sample_idx,session_index,frame_index,true_x_m,true_y_m,true_subregion_id,pred_subregion_id,region_correct,region_topk_hit,topk_ids,topk_probs,est_x_m,est_y_m,est_x_top1_m,est_y_top1_m,est_x_oracle_m,est_y_oracle_m,rmse_xy_m,rmse_xy_top1_m,rmse_xy_oracle_m
34,0,34,-1.0,-1.0,0,8,0,0,"8,13,9","0.374243,0.350948,0.274809",-0.2481430619955063,-0.050263501703739166,-0.2481430619955063,-0.050263501703739166,-0.2697180509567261,-0.15540578961372375,1.2113167510694867,1.2113167510694867,1.1165353130628966
35,0,35,-1.0,-1.0,0,13,0,0,"13,8,9","0.411111,0.309159,0.279730",-0.22548939287662506,-0.10040345042943954,-0.22548939287662506,-0.10040345042943954,-0.2534421682357788,-0.20549871027469635,1.1870722945742929,1.1870722945742929,1.0902205719686573
36,0,36,-1.0,-1.0,0,13,0,0,"13,8,9","0.372614,0.339016,0.288370",-0.23371784389019012,-0.12254752218723297,-0.23371784389019012,-0.12254752218723297,-0.26667362451553345,-0.22882743179798126,1.1649511550241338,1.1649511550241338,1.0641779470222459
37,0,37,-1.0,-1.0,0,8,0,0,"8,13,9","0.409249,0.351129,0.239622",-0.1771024465560913,-0.12391123175621033,-0.1771024465560913,-0.12391123175621033,-0.19790931046009064,-0.212227463722229,1.201953374015353,1.201953374015353,1.1242486571751462
38,0,38,-1.0,-1.0,0,13,0,0,"13,9,8","0.504894,0.269511,0.225595",-0.2673565149307251,-0.11796413362026215,-0.2673565149307251,-0.11796413362026215,-0.29960793256759644,-0.22934454679489136,1.1466271171547913,1.1466271171547913,1.0413735524186352
39,0,39,-1.0,-1.0,0,13,0,0,"13,8,9","0.413061,0.300958,0.285980",-0.2209571748971939,-0.049999337643384933,-0.2209571748971939,-0.049999337643384933,-0.2380785197019577,-0.1560003012418747,1.228580067322504,1.228580067322504,1.1370399437325702
40,0,40,-1.0,-1.0,0,13,0,0,"13,8,9","0.416983,0.294646,0.288371",-0.23115788400173187,-0.10610343515872955,-0.23115788400173187,-0.10610343515872955,-0.26211005449295044,-0.2092963010072708,1.1790543956780442,1.1790543956780442,1.0815238838237373
41,0,41,-1.0,-1.0,0,13,0,0,"13,8,9","0.551528,0.250160,0.198312",-0.2671680450439453,-0.11851276457309723,-0.2671680450439453,-0.11851276457309723,-0.29670751094818115,-0.2271983027458191,1.1463256171024343,1.1463256171024343,1.0449128137962733
42,0,42,-1.0,-1.0,0,13,0,0,"13,8,9","0.408777,0.325346,0.265877",-0.21838350594043732,-0.056991592049598694,-0.21838350594043732,-0.056991592049598694,-0.23492492735385895,-0.1601211428642273,1.224822110043378,1.224822110043378,1.1361057879652712
43,0,43,-1.0,-1.0,0,13,0,0,"13,8,9","0.427952,0.317082,0.254966",-0.21331246197223663,-0.05459284037351608,-0.21331246197223663,-0.05459284037351608,-0.22367657721042633,-0.15791089832782745,1.229907305434519,1.229907305434519,1.1453349343867782
44,0,44,-1.0,-1.0,0,13,0,0,"13,8,9","0.453154,0.303242,0.243603",-0.19912147521972656,-0.05922554433345795,-0.19912147521972656,-0.05922554433345795,-0.2216544896364212,-0.1671132892370224,1.2355011080079634,1.2355011080079634,1.1399657917975925
45,0,45,-1.0,-1.0,0,13,0,0,"13,9,8","0.387291,0.308279,0.304430",-0.25141215324401855,-0.11787530779838562,-0.25141215324401855,-0.11787530779838562,-0.27933037281036377,-0.22671496868133545,1.156947594708831,1.156947594708831,1.0570404208047852
46,0,46,-1.0,-1.0,0,13,0,0,"13,8,9","0.396238,0.375551,0.228210",-0.24055029451847076,-0.02535630762577057,-0.24055029451847076,-0.02535630762577057,-0.26529669761657715,-0.13388794660568237,1.2355946674540372,1.2355946674540372,1.1357548289873254
47,0,47,-1.0,-1.0,0,13,0,0,"13,8,9","0.535811,0.244387,0.219802",-0.26473861932754517,-0.10100020468235016,-0.26473861932754517,-0.10100020468235016,-0.2911190986633301,-0.20346415042877197,1.1613827663133034,1.1613827663133034,1.0662933423463017
48,0,48,-1.0,-1.0,0,13,0,0,"13,8,9","0.477504,0.287180,0.235316",-0.26253485679626465,-0.10610130429267883,-0.26253485679626465,-0.10610130429267883,-0.2994110584259033,-0.21078261733055115,1.158839814481603,1.158839814481603,1.0553146176205124
49,0,49,-1.0,-1.0,0,8,0,0,"8,9,13","0.382160,0.315297,0.302543",-0.1390659213066101,-0.14630284905433655,-0.1390659213066101,-0.14630284905433655,-0.17082767188549042,-0.22740544378757477,1.2124381688929045,1.2124381688929045,1.1333265628228741
50,1,0,-0.8,-1.0,0,13,0,0,"13,8,9","0.463538,0.301946,0.234516",-0.20475992560386658,-0.06376134604215622,-0.20475992560386658,-0.06376134604215622,-0.21968890726566315,-0.1697058230638504,1.1094383999717647,1.1094383999717647,1.0129903181198714
51,1,1,-0.8,-1.0,0,13,0,0,"13,8,9","0.408782,0.338330,0.252888",-0.1971423178911209,-0.1273878961801529,-0.1971423178911209,-0.1273878961801529,-0.21877266466617584,-0.2178092896938324,1.0606079712177303,1.0606079712177303,0.9744986006293312
52,1,2,-0.8,-1.0,0,13,0,0,"13,8,9","0.360824,0.353214,0.285962",-0.18257685005664825,-0.11235131323337555,-0.18257685005664825,-0.11235131323337555,-0.20505307614803314,-0.20006677508354187,1.0812638610461758,1.0812638610461758,0.9969227685864953
53,1,3,-0.8,-1.0,0,9,0,0,"9,10,8","0.399574,0.320647,0.279779",-0.13072426617145538,-0.1818687468767166,-0.13072426617145538,-0.1818687468767166,-0.1606353372335434,-0.25497621297836304,1.0570093449108249,1.0570093449108249,0.9817574115954136
54,1,4,-0.8,-1.0,0,13,0,0,"13,8,9","0.394651,0.344311,0.261038",-0.19707195460796356,-0.10828757286071777,-0.19707195460796356,-0.10828757286071777,-0.21732310950756073,-0.20503196120262146,1.0764168712143505,1.0764168712143505,0.9856401683288321
55,1,5,-0.8,-1.0,0,13,0,0,"13,8,9","0.370382,0.340525,0.289094",-0.19982345402240753,-0.1187961995601654,-0.19982345402240753,-0.1187961995601654,-0.22104184329509735,-0.21058490872383118,1.0661763570119163,1.0661763570119163,0.9789630910048145
56,1,6,-0.8,-1.0,0,8,0,0,"8,13,9","0.396355,0.319290,0.284355",-0.16962707042694092,-0.157195582985878,-0.16962707042694092,-0.157195582985878,-0.19385521113872528,-0.23351095616817474,1.052468201741523,1.052468201741523,0.9771985260825484
57,1,7,-0.8,-1.0,0,13,0,0,"13,8,9","0.470156,0.289300,0.240544",-0.203081876039505,-0.09341304004192352,-0.203081876039505,-0.09341304004192352,-0.22269020974636078,-0.19420890510082245,1.0854543577131854,1.0854543577131854,0.9912547011447241
58,1,8,-0.8,-1.0,0,8,0,0,"8,13,9","0.338983,0.333322,0.327695",-0.17109829187393188,-0.07715252041816711,-0.17109829187393188,-0.07715252041816711,-0.19128157198429108,-0.18154463171958923,1.1167653419830093,1.1167653419830093,1.0200035855196483
59,1,9,-0.8,-1.0,0,9,0,0,"9,8,13","0.382845,0.339973,0.277183",-0.17590345442295074,-0.1184840202331543,-0.17590345442295074,-0.1184840202331543,-0.19170419871807098,-0.19290153682231903,1.080077275376863,1.080077275376863,1.0106590479093325
60,1,10,-0.8,-1.0,0,13,0,0,"13,8,9","0.401640,0.313192,0.285169",-0.16226738691329956,-0.1193462461233139,-0.16226738691329956,-0.1193462461233139,-0.1829821616411209,-0.2063777595758438,1.0873150049601497,1.0873150049601497,1.0052598039058964
61,1,11,-0.8,-1.0,0,9,0,0,"9,8,13","0.366085,0.333847,0.300068",-0.15795230865478516,-0.14847490191459656,-0.15795230865478516,-0.14847490191459656,-0.18110144138336182,-0.22040551900863647,1.066452169874991,1.066452169874991,0.9953908682773546
62,1,12,-0.8,-1.0,0,9,0,0,"9,8,13","0.385625,0.340156,0.274220",-0.1902766078710556,-0.07874703407287598,-0.1902766078710556,-0.07874703407287598,-0.19682516157627106,-0.16374793648719788,1.1047486782697453,1.1047486782697453,1.0310855441896716
63,1,13,-0.8,-1.0,0,13,0,0,"13,8,9","0.388452,0.365096,0.246452",-0.19247661530971527,-0.12808074057102203,-0.19247661530971527,-0.12808074057102203,-0.21718032658100128,-0.22157403826713562,1.0626983852009548,1.0626983852009548,0.9724329023762839
64,1,14,-0.8,-1.0,0,13,0,0,"13,8,9","0.399391,0.332093,0.268517",-0.18841257691383362,-0.1192343533039093,-0.18841257691383362,-0.1192343533039093,-0.2140323668718338,-0.21159864962100983,1.0722813532264563,1.0722813532264563,0.9823109265162637
65,1,15,-0.8,-1.0,0,8,0,0,"8,13,9","0.429728,0.324667,0.245604",-0.24497513473033905,-0.09720124304294586,-0.24497513473033905,-0.09720124304294586,-0.27385544776916504,-0.2022092193365097,1.0597632738639358,1.0597632738639358,0.9556663746066653
66,1,16,-0.8,-1.0,0,13,0,0,"13,8,9","0.453866,0.295625,0.250509",-0.19972336292266846,-0.0895763710141182,-0.19972336292266846,-0.0895763710141182,-0.2204185277223587,-0.19091582298278809,1.0905059491982119,1.0905059491982119,0.9952546852475187
67,1,17,-0.8,-1.0,0,13,0,0,"13,8,9","0.406062,0.338660,0.255278",-0.22778676450252533,-0.06308440119028091,-0.22778676450252533,-0.06308440119028091,-0.23371757566928864,-0.16835495829582214,1.0978336969557196,1.0978336969557196,1.006135805692756
68,1,18,-0.8,-1.0,0,9,0,0,"9,8,13","0.434611,0.351504,0.213885",-0.3022803068161011,-0.07357021421194077,-0.3022803068161011,-0.07357021421194077,-0.311373233795166,-0.166578009724617,1.0516639391832276,1.0516639391832276,0.9660995448329195
69,1,19,-0.8,-1.0,0,8,0,0,"8,13,9","0.408475,0.347107,0.244418",-0.272644579410553,-0.05606139078736305,-0.272644579410553,-0.05606139078736305,-0.27807819843292236,-0.16342474520206451,1.081260300569368,1.081260300569368,0.9860327194831086
70,1,20,-0.8,-1.0,0,13,0,0,"13,8,9","0.386014,0.357310,0.256676",-0.20403508841991425,-0.1337365359067917,-0.20403508841991425,-0.1337365359067917,-0.23032931983470917,-0.22774139046669006,1.0514687656119057,1.0514687656119057,0.9596395384926084
71,1,21,-0.8,-1.0,0,9,0,0,"9,8,13","0.466375,0.283407,0.250218",-0.1833311766386032,-0.10485714673995972,-0.1833311766386032,-0.10485714673995972,-0.1938066929578781,-0.17907573282718658,1.0869963962444658,1.0869963962444658,1.0204836980255418
72,1,22,-0.8,-1.0,0,8,0,0,"8,9,13","0.391898,0.358728,0.249373",-0.15518157184123993,-0.14266574382781982,-0.15518157184123993,-0.14266574382781982,-0.1715041995048523,-0.2113313525915146,1.0727594474528945,1.0727594474528945,1.0084667603075306
73,1,23,-0.8,-1.0,0,13,0,0,"13,8,9","0.394201,0.341390,0.264410",-0.2469339519739151,-0.04329971224069595,-0.2469339519739151,-0.04329971224069595,-0.2543138265609741,-0.15004755556583405,1.1050599504451906,1.1050599504451906,1.0100458195953987
74,1,24,-0.8,-1.0,0,8,0,0,"8,13,9","0.385087,0.310838,0.304075",-0.21236634254455566,-0.13006903231143951,-0.21236634254455566,-0.13006903231143951,-0.22614745795726776,-0.21907955408096313,1.049806269707901,1.049806269707901,0.9690941558297074
75,1,25,-0.8,-1.0,0,8,0,0,"8,13,9","0.409239,0.338504,0.252257",-0.2590193748474121,-0.02185891568660736,-0.2590193748474121,-0.02185891568660736,-0.2837832570075989,-0.12407106161117554,1.1177745826472636,1.1177745826472636,1.0167257402331544
76,1,26,-0.8,-1.0,0,13,0,0,"13,9,8","0.362207,0.339955,0.297837",-0.16189371049404144,-0.11670826375484467,-0.16189371049404144,-0.11670826375484467,-0.1821487993001938,-0.1959509253501892,1.08967147710952,1.08967147710952,1.0140192407698234
77,1,27,-0.8,-1.0,0,13,0,0,"13,8,9","0.420473,0.353659,0.225868",-0.2054368406534195,-0.08080244064331055,-0.2054368406534195,-0.08080244064331055,-0.21702465415000916,-0.18425767123699188,1.094728050056032,1.094728050056032,1.002644403966138
78,1,28,-0.8,-1.0,0,8,0,0,"8,9,13","0.369142,0.323734,0.307124",-0.15533509850502014,-0.17706409096717834,-0.15533509850502014,-0.17706409096717834,-0.18484124541282654,-0.2509264647960663,1.0453785656857562,1.0453785656857562,0.9692943074671186
79,1,29,-0.8,-1.0,0,9,0,0,"9,8,13","0.383144,0.336565,0.280291",-0.15050874650478363,-0.16535057127475739,-0.15050874650478363,-0.16535057127475739,-0.17407448589801788,-0.2351076602935791,1.0575814660054144,1.0575814660054144,0.9883537021458428
80,1,30,-0.8,-1.0,0,13,0,0,"13,9,8","0.466566,0.381154,0.152280",-0.28992241621017456,0.1009323000907898,-0.28992241621017456,0.1009323000907898,-0.2764101028442383,0.011392530053853989,1.2133552945728894,1.2133552945728894,1.1388859601612082
81,1,31,-0.8,-1.0,0,13,0,0,"13,8,9","0.398649,0.331597,0.269753",-0.20405793190002441,-0.1229669451713562,-0.20405793190002441,-0.1229669451713562,-0.2290087789297104,-0.2200528085231781,1.0603461358411879,1.0603461358411879,0.9666170886301994
82,1,32,-0.8,-1.0,0,13,0,0,"13,9,8","0.378772,0.318177,0.303051",-0.18084366619586945,-0.12264354526996613,-0.18084366619586945,-0.12264354526996613,-0.2024846374988556,-0.2069673389196396,1.0738290899143244,1.0738290899143244,0.9929377674180149
83,1,33,-0.8,-1.0,0,8,0,0,"8,13,9","0.358980,0.322556,0.318464",-0.19669406116008759,-0.1347341388463974,-0.19669406116008759,-0.1347341388463974,-0.21162182092666626,-0.223398357629776,1.0548284535019872,1.0548284535019872,0.974319758878871
84,1,34,-0.8,-1.0,0,13,0,0,"13,9,8","0.358992,0.344235,0.296774",-0.15130282938480377,-0.13418778777122498,-0.15130282938480377,-0.13418778777122498,-0.17420290410518646,-0.21122673153877258,1.081868201773509,1.081868201773509,1.006869045243417
85,1,35,-0.8,-1.0,0,9,0,0,"9,8,13","0.390028,0.315039,0.294933",-0.14967228472232819,-0.10612598806619644,-0.14967228472232819,-0.10612598806619644,-0.16161580383777618,-0.18168780207633972,1.1054125413025266,1.1054125413025266,1.0378676385649284
86,1,36,-0.8,-1.0,0,13,0,0,"13,8,9","0.456956,0.280912,0.262133",-0.2546781301498413,-0.018929000943899155,-0.2546781301498413,-0.018929000943899155,-0.2728882431983948,-0.12759706377983093,1.1224420906780934,1.1224420906780934,1.0192809658205373
87,1,37,-0.8,-1.0,0,13,0,0,"13,8,9","0.393363,0.364868,0.241769",-0.19444917142391205,-0.09159223735332489,-0.19444917142391205,-0.09159223735332489,-0.21039807796478271,-0.18841589987277985,1.091740110660923,1.091740110660923,1.0031446446285461
88,1,38,-0.8,-1.0,0,13,0,0,"13,8,9","0.407576,0.320795,0.271629",-0.21565274894237518,-0.07562477886676788,-0.21565274894237518,-0.07562477886676788,-0.23156698048114777,-0.17742037773132324,1.0935864205739365,1.0935864205739365,0.9998766587189636
89,1,39,-0.8,-1.0,0,13,0,0,"13,8,9","0.444371,0.336679,0.218950",-0.15875458717346191,-0.09416206181049347,-0.15875458717346191,-0.09416206181049347,-0.1829870045185089,-0.19948430359363556,1.1098369473641134,1.1098369473641134,1.010707879056065
90,1,40,-0.8,-1.0,0,13,0,0,"13,8,9","0.450570,0.285707,0.263723",-0.18742229044437408,-0.0905885398387909,-0.18742229044437408,-0.0905885398387909,-0.20360660552978516,-0.18785779178142548,1.0964855922979377,1.0964855922979377,1.007601135041961
91,1,41,-0.8,-1.0,0,13,0,0,"13,9,8","0.442758,0.284936,0.272306",-0.22822369635105133,-0.06514380872249603,-0.22822369635105133,-0.06514380872249603,-0.25457942485809326,-0.1689022332429886,1.0958486390849493,1.0958486390849493,0.9940860635260008
92,1,42,-0.8,-1.0,0,13,0,0,"13,8,9","0.431806,0.293574,0.274620",-0.22057561576366425,-0.02995162270963192,-0.22057561576366425,-0.02995162270963192,-0.2334568053483963,-0.13520358502864838,1.1299232147944094,1.1299232147944094,1.0338491334587203
93,1,43,-0.8,-1.0,0,13,0,0,"13,8,9","0.433371,0.289410,0.277219",-0.1959405392408371,-0.1137777790427208,-0.1959405392408371,-0.1137777790427208,-0.22433139383792877,-0.2089153230190277,1.0725099799307711,1.0725099799307711,0.9783707427528029
94,1,44,-0.8,-1.0,0,8,0,0,"8,13,11","0.384793,0.348207,0.267000",-0.25754493474960327,-0.03336183726787567,-0.25754493474960327,-0.03336183726787567,-0.2936420440673828,-0.13147594034671783,1.108443429077889,1.108443429077889,1.0053518895057971
95,1,45,-0.8,-1.0,0,13,0,0,"13,8,9","0.373032,0.326760,0.300208",-0.2932872176170349,-0.034270547330379486,-0.2932872176170349,-0.034270547330379486,-0.29703742265701294,-0.1392388492822647,1.0905921417211162,1.0905921417211162,0.9969358619251392
96,1,46,-0.8,-1.0,0,8,0,0,"8,13,9","0.361939,0.360283,0.277778",-0.16968870162963867,-0.15296776592731476,-0.16968870162963867,-0.15296776592731476,-0.19740049540996552,-0.23501576483249664,1.0558200312607708,1.0558200312607708,0.9738208474801539
97,1,47,-0.8,-1.0,0,13,0,0,"13,8,9","0.411888,0.317901,0.270210",-0.20032647252082825,-0.10153070092201233,-0.20032647252082825,-0.10153070092201233,-0.2210240513086319,-0.19834960997104645,1.080210822453193,1.080210822453193,0.9888662685098745
98,1,48,-0.8,-1.0,0,8,0,0,"8,13,9","0.406652,0.367068,0.226280",-0.19141411781311035,-0.1071992814540863,-0.19141411781311035,-0.1071992814540863,-0.2092306911945343,-0.20267245173454285,1.0804952100927123,1.0804952100927123,0.9923404634748563
99,1,49,-0.8,-1.0,0,13,0,0,"13,8,9","0.482398,0.260535,0.257067",-0.27080613374710083,-0.1088273823261261,-0.27080613374710083,-0.1088273823261261,-0.29998522996902466,-0.22070251405239105,1.0364529813606578,1.0364529813606578,0.9259154075040511
100,2,0,-0.6,-1.0,0,11,0,0,"11,8,15","0.570462,0.274000,0.155538",-0.2462797611951828,-0.013779524713754654,-0.2462797611951828,-0.013779524713754654,-0.30954259634017944,-0.0813557356595993,1.0477350968703705,1.0477350968703705,0.9634691420830871
101,2,1,-0.6,-1.0,0,11,0,0,"11,8,4","0.519592,0.319031,0.161377",-0.2997729778289795,-0.012446984648704529,-0.2997729778289795,-0.012446984648704529,-0.3625125288963318,-0.08075356483459473,1.0321808092437654,1.0321808092437654,0.9494284109376132
102,2,2,-0.6,-1.0,0,11,0,0,"11,8,15","0.549802,0.308314,0.141883",-0.25647348165512085,-0.026019131764769554,-0.25647348165512085,-0.026019131764769554,-0.3164425492286682,-0.09499470889568329,1.0327871031797444,1.0327871031797444,0.9483877924218264
