sample_idx,session_index,frame_index,true_x_m,true_y_m,true_subregion_id,pred_subregion_id,region_correct,region_topk_hit,topk_ids,topk_probs,est_x_m,est_y_m,est_x_top1_m,est_y_top1_m,est_x_oracle_m,est_y_oracle_m,rmse_xy_m,rmse_xy_top1_m,rmse_xy_oracle_m
52,1,2,-0.8,-1.0,0,8,0,0,"8,9,13","0.442970,0.420224,0.136806",-0.516166090965271,0.3009952902793884,-0.7815775871276855,0.2580209970474243,-0.7987308576703072,-0.7278579529374838,1.3315969484972114,1.258155878382418,0.2721450063874585
53,1,3,-0.8,-1.0,0,9,0,0,"9,8,15","0.589724,0.289262,0.121014",-0.29828619956970215,0.27054256200790405,-0.2871042490005493,0.18785995244979858,-0.7929561883211136,-0.7481088526546955,1.3660143262117792,1.2938598525448297,0.251989613662749
54,1,4,-0.8,-1.0,0,8,0,0,"8,9,13","0.424581,0.374605,0.200815",-0.5102533102035522,0.34063902497291565,-0.7861745357513428,0.260480672121048,-0.8003488332033157,-0.7261511217802763,1.3715925559466735,1.2605564914958867,0.27384910039436827
55,1,5,-0.8,-1.0,0,8,0,0,"8,9,13","0.433214,0.373991,0.192795",-0.5099250674247742,0.34711822867393494,-0.7783007621765137,0.2765255570411682,-0.8144863247871399,-0.7150526866316795,1.3779952788504473,1.276709972821308,0.2853153080394782
56,1,6,-0.8,-1.0,0,9,0,0,"9,8,2","0.502404,0.410521,0.087075",-0.44607698917388916,0.1394336223602295,-0.2953183054924011,0.20075353980064392,-0.8113029450178146,-0.7331116572022438,1.1931347272446535,1.3025024668363734,0.2671275801698663
57,1,7,-0.8,-1.0,0,8,0,0,"8,9,13","0.433313,0.339491,0.227196",-0.521530032157898,0.3759843409061432,-0.7766594290733337,0.2862609028816223,-0.8254235982894897,-0.7064779847860336,1.4038797774057772,1.2864726551827788,0.29462099851377405
58,1,8,-0.8,-1.0,0,9,0,0,"9,8,15","0.437558,0.398629,0.163813",-0.3289114236831665,0.33768773078918457,-0.308342307806015,0.23582248389720917,-0.8023236468434334,-0.7041060328483582,1.4182146917304654,1.3300317657858338,0.2959030907770142
59,1,9,-0.8,-1.0,0,9,0,0,"9,8,13","0.671740,0.165629,0.162631",-0.34544339776039124,0.29786738753318787,-0.25306838750839233,0.19738540053367615,-0.8182296901941299,-0.7225361578166485,1.37516597553235,1.3163836774109068,0.278062053009255
60,1,10,-0.8,-1.0,0,9,0,0,"9,8,13","0.650504,0.246436,0.103061",-0.4235883951187134,0.2682429552078247,-0.30060237646102905,0.1991727352142334,-0.7974581569433212,-0.7341038957238197,1.3229232365196335,1.299004709490138,0.26590825341717794
61,1,11,-0.8,-1.0,0,9,0,0,"9,8,15","0.889934,0.075994,0.034072",-0.293466717004776,0.21024444699287415,-0.29204273223876953,0.18521420657634735,-0.8094168677926064,-0.750760730355978,1.3119708793487024,1.2894779181288274,0.2494171023240165
62,1,12,-0.8,-1.0,0,9,0,0,"9,13,4","0.747112,0.149620,0.103268",-0.3032289147377014,0.21669678390026093,-0.2447826862335205,0.17844608426094055,-0.8011943623423576,-0.7330355271697044,1.3142041603593866,1.3026900778834578,0.266967144523371
63,1,13,-0.8,-1.0,0,8,0,0,"8,9,13","0.513667,0.332786,0.153547",-0.5489128828048706,0.32262131571769714,-0.7740738391876221,0.26779764890670776,-0.8058482855558395,-0.7213545721024275,1.3462436203050967,1.268062713113135,0.27870679383926744
64,1,14,-0.8,-1.0,0,8,0,0,"8,9,13","0.503897,0.334665,0.161438",-0.5468154549598694,0.3271603584289551,-0.7766122817993164,0.2674076557159424,-0.8069350905716419,-0.7174566760659218,1.3510947527218253,1.2676234263889317,0.2826284228115678
65,1,15,-0.8,-1.0,0,8,0,0,"8,11,9","0.523667,0.271835,0.204498",-0.2880711853504181,0.2596876919269562,-0.7888042330741882,0.2779059410095215,-0.7940530888736248,-0.7284667901694775,1.359736809996989,1.277954983269946,0.2715983243556771
66,1,16,-0.8,-1.0,0,8,0,0,"8,9,13","0.426184,0.383727,0.190089",-0.5155903697013855,0.35246551036834717,-0.7848164439201355,0.27994292974472046,-0.8152041286230087,-0.7116743437945843,1.3820462345893165,1.2800329854260508,0.28872625366161037
67,1,17,-0.8,-1.0,0,9,0,0,"9,8,13","0.396368,0.380302,0.223330",-0.4871191680431366,0.3604778051376343,-0.30198150873184204,0.23268215358257294,-0.7962897308170795,-0.6997617371380329,1.395992218201138,1.3294840011846634,0.3002611872749813
68,1,18,-0.8,-1.0,0,9,0,0,"9,13,4","0.932043,0.044216,0.023741",-0.3242890536785126,0.22129398584365845,-0.3131348490715027,0.2094745934009552,-0.8346548229455948,-0.7214069906622171,1.3106715470734747,1.30378927257093,0.2807401318039024
69,1,19,-0.8,-1.0,0,9,0,0,"9,13,8","0.598497,0.222649,0.178854",-0.37564945220947266,0.34238114953041077,-0.2858993709087372,0.21298430860042572,-0.7860381305217743,-0.7119253650307655,1.4078567178604176,1.3174332581739712,0.28841277556998873
70,1,20,-0.8,-1.0,0,8,0,0,"8,9,13","0.585308,0.270912,0.143780",-0.5831130146980286,0.32477256655693054,-0.7734432220458984,0.26971307396888733,-0.8152440190315247,-0.7153534665703773,1.3424091468308812,1.2699907687313419,0.28505443183668405
71,1,21,-0.8,-1.0,0,9,0,0,"9,13,4","0.755402,0.125284,0.119313",-0.3235366940498352,0.19876687228679657,-0.2571837902069092,0.18189799785614014,-0.8204820677638054,-0.7256915532052517,1.289984223162915,1.300589218373922,0.2750720616180938
72,1,22,-0.8,-1.0,0,9,0,0,"9,8,4","0.794641,0.141989,0.063369",-0.36733701825141907,0.15471184253692627,-0.2718343734741211,0.1714973747730255,-0.8154084831476212,-0.7507347036153078,1.2331085495894496,1.2850544845038925,0.24974108459494396
73,1,23,-0.8,-1.0,0,9,0,0,"9,8,13","0.413745,0.374700,0.211555",-0.48609939217567444,0.34228911995887756,-0.2976844012737274,0.2215498685836792,-0.7940639182925224,-0.7203644402325153,1.3785041433207443,1.3207971237705425,0.27969855800935467
74,1,24,-0.8,-1.0,0,9,0,0,"9,8,13","0.777531,0.140208,0.082261",-0.36455750465393066,0.24887682497501373,-0.29403746128082275,0.196335107088089,-0.7949523068964481,-0.7306386362761259,1.322612373567132,1.2989287043708844,0.2694086551557927
75,1,25,-0.8,-1.0,0,8,0,0,"8,11,9","0.598806,0.276367,0.124827",-0.32782626152038574,0.25834551453590393,-0.796337366104126,0.266140878200531,-0.7873027212917805,-0.7125690206885338,1.344016917029858,1.2661461757385941,0.2877112941032081
76,1,26,-0.8,-1.0,0,9,0,0,"9,8,2","0.602705,0.301855,0.095440",-0.3946853280067444,0.12318152189254761,-0.2956734001636505,0.19848932325839996,-0.796991627663374,-0.7351291105151176,1.1940756736714218,1.300277653913529,0.2648879733031089
77,1,27,-0.8,-1.0,0,9,0,0,"9,8,13","0.399553,0.392665,0.207782",-0.49248191714286804,0.3451879620552063,-0.2971017062664032,0.22020773589611053,-0.7919154800474644,-0.7142570167779922,1.3798905842646965,1.3197778648624454,0.2858573279163498
78,1,28,-0.8,-1.0,0,9,0,0,"9,8,15","0.441256,0.440758,0.117986",-0.3847068250179291,0.2885322868824005,-0.30214062333106995,0.2006295919418335,-0.8106333054602146,-0.7372527215629816,1.353803484825282,1.2997597377914079,0.26296235379055743
79,1,29,-0.8,-1.0,0,9,0,0,"9,8,15","0.793414,0.135293,0.071294",-0.2805701494216919,0.2308845967054367,-0.2893882691860199,0.1816713511943817,-0.7877044044435024,-0.7536359447985888,1.3359956063095826,1.287272901089122,0.2466706901222214
80,1,30,-0.8,-1.0,0,9,0,0,"9,13,8","0.901387,0.069924,0.028690",-0.3391963541507721,0.2750690281391144,-0.3306606411933899,0.24037516117095947,-0.8002773970365524,-0.7380186645314097,1.35578059675877,1.3262013324434883,0.261981482328469
81,1,31,-0.8,-1.0,0,8,0,0,"8,9,13","0.539797,0.288271,0.171932",-0.5646350383758545,0.3481287360191345,-0.7776651382446289,0.2815133035182953,-0.8123339526355267,-0.713480107486248,1.3685202790024285,1.2817079203718786,0.28678524228716407
82,1,32,-0.8,-1.0,0,9,0,0,"9,8,13","0.432536,0.430496,0.136968",-0.5083538293838501,0.30404818058013916,-0.2956308424472809,0.2153078019618988,-0.7980336435139179,-0.7247062865644693,1.3362631275723489,1.3158120308767136,0.2753007359506226
83,1,33,-0.8,-1.0,0,9,0,0,"9,8,15","0.672428,0.211112,0.116460",-0.27077430486679077,0.2726384401321411,-0.28963789343833923,0.19484379887580872,-0.7781382855027914,-0.7358809690922499,1.3782918543222977,1.2992771773282366,0.26502225764717674
84,1,34,-0.8,-1.0,0,9,0,0,"9,8,15","0.739385,0.186528,0.074087",-0.3110690414905548,0.24256376922130585,-0.29710763692855835,0.18874388933181763,-0.7967232875525951,-0.7404328100383282,1.3352970466418412,1.2907411681895467,0.2595878713442938
85,1,35,-0.8,-1.0,0,9,0,0,"9,13,8","0.836096,0.083974,0.079929",-0.288267582654953,0.21755538880825043,-0.24353061616420746,0.16582942008972168,-0.7968340963125229,-0.753213208168745,1.3207237378717078,1.2918267731756157,0.24680709788926564
86,1,36,-0.8,-1.0,0,8,0,0,"8,11,13","0.489675,0.299720,0.210605",-0.262259304523468,0.35677585005760193,-0.799943208694458,0.2659151256084442,-0.8033077195286751,-0.7238527908921242,1.4594539262584183,1.2659151268823259,0.2761670184988593
87,1,37,-0.8,-1.0,0,8,0,0,"8,9,13","0.417864,0.404964,0.177172",-0.5114196538925171,0.32849568128585815,-0.7896559834480286,0.2606827914714813,-0.8019995465874672,-0.7207586709409952,1.359477617084846,1.2607252275538687,0.2792484879837218
88,1,38,-0.8,-1.0,0,8,0,0,"8,9,13","0.463589,0.324128,0.212283",-0.5341536998748779,0.35005006194114685,-0.7908405661582947,0.2598181664943695,-0.8020282909274101,-0.7219444066286087,1.3759758083038782,1.2598514626167385,0.2780629910095961
89,1,39,-0.8,-1.0,0,9,0,0,"9,8,13","0.493372,0.380302,0.126327",-0.48633766174316406,0.29965242743492126,-0.3007587790489197,0.2115766704082489,-0.8007093407213688,-0.7211310118436813,1.3369669010780443,1.3104044509136346,0.27886989030655135
90,1,40,-0.8,-1.0,0,9,0,0,"9,8,13","0.463601,0.323652,0.212747",-0.45803558826446533,0.35350391268730164,-0.29530176520347595,0.2288971245288849,-0.8179242610931396,-0.7152108140289783,1.3960345628076207,1.3284985701467988,0.2853526933143828
91,1,41,-0.8,-1.0,0,8,0,0,"8,11,13","0.567693,0.265790,0.166517",-0.3234933614730835,0.3514474630355835,-0.7806840538978577,0.2820177972316742,-0.8162925541400909,-0.7083296589553356,1.4329929594752153,1.2821633040266653,0.29212503344547286
92,1,42,-0.8,-1.0,0,8,0,0,"8,9,13","0.500193,0.280890,0.218917",-0.546430230140686,0.3720591068267822,-0.7838060855865479,0.27452224493026733,-0.7975292094051838,-0.6894508637487888,1.3952934532967654,1.2746251196670018,0.31055896514597153
93,1,43,-0.8,-1.0,0,8,0,0,"8,9,13","0.552179,0.282649,0.165172",-0.5707762837409973,0.3345942497253418,-0.7793554067611694,0.26885464787483215,-0.8076485693454742,-0.7157025299966335,1.3541363755159728,1.2690225831968323,0.28440033766391276
94,1,44,-0.8,-1.0,0,8,0,0,"8,11,4","0.563831,0.363326,0.072842",-0.26048365235328674,0.22937585413455963,-0.7896567583084106,0.2829941511154175,-0.8085402958095074,-0.7401928985491395,1.3425508854814878,1.283035843008706,0.25994743048703445
95,1,45,-0.8,-1.0,0,9,0,0,"9,13,8","0.744848,0.138075,0.117078",-0.35381296277046204,0.3071691393852234,-0.2999289631843567,0.22768667340278625,-0.7927875146269798,-0.7104091644287109,1.381221934068808,1.325626497137362,0.2896806379310385
96,1,46,-0.8,-1.0,0,8,0,0,"8,9,15","0.464355,0.428269,0.107375",-0.41406285762786865,0.29108884930610657,-0.7722702026367188,0.25385648012161255,-0.8227205350995064,-0.7268868573009968,1.347537715488859,1.2541630732902194,0.27405658435829267
97,1,47,-0.8,-1.0,0,8,0,0,"8,9,13","0.446171,0.372006,0.181824",-0.5258424878120422,0.3480730950832367,-0.7846867442131042,0.28146541118621826,-0.8190417438745499,-0.712940938770771,1.3756683507213459,1.2815569030946141,0.28768992447353836
98,1,48,-0.8,-1.0,0,9,0,0,"9,8,13","0.461528,0.338151,0.200321",-0.463392972946167,0.3383517563343048,-0.2938031554222107,0.20950385928153992,-0.8078123107552528,-0.7332125976681709,1.380032504814701,1.3111578208123726,0.26690176140726735
99,1,49,-0.8,-1.0,0,8,0,0,"8,11,9","0.454462,0.277787,0.267751",-0.2892686724662781,0.2740839719772339,-0.8101615905761719,0.30210021138191223,-0.8482485562562943,-0.7260993700474501,1.3726385017817484,1.3021398613067101,0.27811774173759657
100,2,0,-0.6,-1.0,0,11,0,0,"11,8,4","0.549711,0.399279,0.051010",0.0572136789560318,0.16662171483039856,0.7089180946350098,0.15851618349552155,-0.7827605828642845,-0.8072927705943584,1.3390056181064895,1.747977781862222,0.26558898116091256
101,2,1,-0.6,-1.0,0,11,0,0,"11,8,4","0.755803,0.164673,0.079525",0.365285187959671,0.1462303251028061,0.7221846580505371,0.17627668380737305,-0.788048729300499,-0.7870100438594818,1.498539106022803,1.7696889859105431,0.2841250534681379
102,2,2,-0.6,-1.0,0,11,0,0,"11,8,4","0.559162,0.384229,0.056609",0.07611484825611115,0.16538392007350922,0.7165247201919556,0.16358983516693115,-0.7792313955724239,-0.801917064934969,1.3473124987167169,1.7570368930049003,0.2671343151353192
103,2,3,-0.6,-1.0,0,11,0,0,"11,8,4","0.552116,0.390188,0.057696",0.027701467275619507,0.16851603984832764,0.6725027561187744,0.16625984013080597,-0.8139183819293976,-0.7991572879254818,1.3264384144779524,1.7261011786774871,0.2934260880029917
104,2,4,-0.6,-1.0,0,11,0,0,"11,4,8","0.552660,0.249570,0.197770",0.0510660856962204,0.10045093297958374,0.7014357447624207,0.21220149099826813,-0.7955203652381897,-0.7542469315230846,1.2786239884498627,1.7785295759485533,0.31404264660821873
