sample_idx,session_index,frame_index,true_x_m,true_y_m,true_subregion_id,pred_subregion_id,region_correct,region_topk_hit,topk_ids,topk_probs,est_x_m,est_y_m,est_x_top1_m,est_y_top1_m,est_x_oracle_m,est_y_oracle_m,rmse_xy_m,rmse_xy_top1_m,rmse_xy_oracle_m
16,0,16,-1.0,-1.0,0,13,0,0,"13,9,8","0.422567,0.394268,0.183165",-0.2971360385417938,0.06402187794446945,-0.2971360385417938,0.06402187794446945,-0.29423660039901733,-0.06968266516923904,1.275209906274727,1.275209906274727,1.167729557604391
17,0,17,-1.0,-1.0,0,9,0,0,"9,10,11","0.364339,0.349131,0.286530",-0.29657790064811707,0.010460428893566132,-0.29657790064811707,0.010460428893566132,-0.3373485803604126,-0.12038135528564453,1.2311916699752237,1.2311916699752237,1.1012882747398522
18,0,18,-1.0,-1.0,0,9,0,0,"9,13,8","0.440401,0.309549,0.250050",-0.3460128605365753,0.0650089681148529,-0.3460128605365753,0.0650089681148529,-0.34679946303367615,-0.05936850979924202,1.2497772924599873,1.2497772924599873,1.1451893039364245
19,0,19,-1.0,-1.0,0,9,0,0,"9,13,8","0.492106,0.267294,0.240599",-0.2862696051597595,0.04200255125761032,-0.2862696051597595,0.04200255125761032,-0.2743634283542633,-0.08792336285114288,1.263004510421944,1.263004510421944,1.165518007644046
20,0,20,-1.0,-1.0,0,9,0,0,"9,13,10","0.427586,0.340989,0.231425",-0.31928402185440063,0.034869469702243805,-0.31928402185440063,0.034869469702243805,-0.3465014100074768,-0.09883221238851547,1.2386803712921761,1.2386803712921761,1.1131773392190454
21,0,21,-1.0,-1.0,0,13,0,0,"13,9,8","0.482395,0.332668,0.184938",-0.29533839225769043,0.031052790582180023,-0.29533839225769043,0.031052790582180023,-0.28435999155044556,-0.10152767598628998,1.248846603227665,1.248846603227665,1.1486483964696401
22,0,22,-1.0,-1.0,0,9,0,0,"9,13,10","0.418794,0.369924,0.211283",-0.26870134472846985,0.009888343513011932,-0.26870134472846985,0.009888343513011932,-0.29182153940200806,-0.11007769405841827,1.246864944396707,1.246864944396707,1.1373119372746088
23,0,23,-1.0,-1.0,0,10,0,0,"10,9,13","0.352835,0.350924,0.296241",-0.29458826780319214,-0.009782090783119202,-0.29458826780319214,-0.009782090783119202,-0.3412189185619354,-0.12792620062828064,1.2157866669999107,1.2157866669999107,1.09293422712043
24,0,24,-1.0,-1.0,0,9,0,0,"9,13,8","0.433373,0.321934,0.244694",-0.3281751573085785,0.0446736216545105,-0.3281751573085785,0.0446736216545105,-0.3389829397201538,-0.07907900214195251,1.24205136570035,1.24205136570035,1.1335956237904554
25,0,25,-1.0,-1.0,0,9,0,0,"9,13,8","0.395766,0.392361,0.211873",-0.3133510649204254,-0.030800288543105125,-0.3133510649204254,-0.030800288543105125,-0.33749857544898987,-0.1402127593755722,1.1877856880490023,1.1877856880490023,1.0854226074081401
26,0,26,-1.0,-1.0,0,9,0,0,"9,13,10","0.418967,0.339016,0.242017",-0.3121066391468048,0.0410640686750412,-0.3121066391468048,0.0410640686750412,-0.3230009078979492,-0.09041264653205872,1.2478027372113492,1.2478027372113492,1.133876944071011
27,0,27,-1.0,-1.0,0,9,0,0,"9,13,8","0.551950,0.277787,0.170263",-0.26314836740493774,-0.008496351540088654,-0.26314836740493774,-0.008496351540088654,-0.274112731218338,-0.1138087809085846,1.235325792399448,1.235325792399448,1.1455335891077265
28,0,28,-1.0,-1.0,0,9,0,0,"9,13,10","0.391333,0.390953,0.217714",-0.30451563000679016,-0.010725818574428558,-0.30451563000679016,-0.010725818574428558,-0.33249568939208984,-0.13698771595954895,1.2092815697512662,1.2092815697512662,1.0910326333730158
29,0,29,-1.0,-1.0,0,9,0,0,"9,13,10","0.397900,0.317265,0.284835",-0.29544001817703247,0.009497836232185364,-0.29544001817703247,0.009497836232185364,-0.32901206612586975,-0.11288714408874512,1.2310526590458446,1.2310526590458446,1.11229223971387
30,0,30,-1.0,-1.0,0,9,0,0,"9,10,13","0.375094,0.339469,0.285436",-0.2805205285549164,0.003279302269220352,-0.2805205285549164,0.003279302269220352,-0.32287949323654175,-0.10963093489408493,1.234593077978615,1.234593077978615,1.1185925320585615
31,0,31,-1.0,-1.0,0,9,0,0,"9,13,10","0.381849,0.351409,0.266743",-0.30922672152519226,0.04228827357292175,-0.30922672152519226,0.04228827357292175,-0.34122541546821594,-0.09219438582658768,1.2504129587790012,1.2504129587790012,1.1216483345281583
32,0,32,-1.0,-1.0,0,13,0,0,"13,9,10","0.462418,0.350358,0.187224",-0.2634478509426117,0.01305852085351944,-0.2634478509426117,0.01305852085351944,-0.2849124073982239,-0.10663844645023346,1.2525161216347587,1.2525161216347587,1.144309892666255
33,0,33,-1.0,-1.0,0,13,0,0,"13,9,8","0.457189,0.340721,0.202090",-0.28222131729125977,-0.003241591155529022,-0.28222131729125977,-0.003241591155529022,-0.2947044372558594,-0.11372256278991699,1.2283051587261433,1.2283051587261433,1.1326647900125821
34,0,34,-1.0,-1.0,0,9,0,0,"9,13,10","0.436573,0.325615,0.237813",-0.30782124400138855,0.025354258716106415,-0.30782124400138855,0.025354258716106415,-0.33432868123054504,-0.08930949866771698,1.2371187437441247,1.2371187437441247,1.128040555055141
35,0,35,-1.0,-1.0,0,9,0,0,"9,13,10","0.395795,0.375263,0.228942",-0.26544466614723206,0.027565933763980865,-0.26544466614723206,0.027565933763980865,-0.29156219959259033,-0.10103555023670197,1.26311649768491,1.26311649768491,1.1445615750077922
36,0,36,-1.0,-1.0,0,9,0,0,"9,13,10","0.396255,0.391121,0.212624",-0.29094308614730835,0.009394891560077667,-0.29094308614730835,0.009394891560077667,-0.32019320130348206,-0.11801256984472275,1.2335476294776315,1.2335476294776315,1.1135704335631034
37,0,37,-1.0,-1.0,0,9,0,0,"9,8,13","0.403597,0.301453,0.294950",-0.2644728124141693,-0.006548609584569931,-0.2644728124141693,-0.006548609584569931,-0.27163833379745483,-0.11716899275779724,1.2361010916572612,1.2361010916572612,1.1445091979279285
38,0,38,-1.0,-1.0,0,13,0,0,"13,9,10","0.452494,0.392520,0.154986",-0.3126506805419922,-0.003583550453186035,-0.3126506805419922,-0.003583550453186035,-0.33752140402793884,-0.12203452736139297,1.210493629841506,1.210493629841506,1.099864201284252
39,0,39,-1.0,-1.0,0,9,0,0,"9,13,10","0.433732,0.371510,0.194758",-0.29483354091644287,0.07983183115720749,-0.29483354091644287,0.07983183115720749,-0.2993678152561188,-0.05505187436938286,1.2896885354986956,1.2896885354986956,1.1763555663283958
40,0,40,-1.0,-1.0,0,9,0,0,"9,13,10","0.378766,0.362396,0.258838",-0.2670585811138153,0.026778757572174072,-0.2670585811138153,0.026778757572174072,-0.29504624009132385,-0.10291265696287155,1.2615378474387327,1.2615378474387327,1.1409318580207997
41,0,41,-1.0,-1.0,0,13,0,0,"13,9,14","0.555000,0.303324,0.141676",-0.29659679532051086,-0.02366708591580391,-0.29659679532051086,-0.02366708591580391,-0.3118903338909149,-0.14784550666809082,1.2033295589644233,1.2033295589644233,1.095290917107651
42,0,42,-1.0,-1.0,0,9,0,0,"9,13,8","0.413095,0.402557,0.184348",-0.27355295419692993,0.05020535737276077,-0.27355295419692993,0.05020535737276077,-0.28048762679100037,-0.07631739974021912,1.2769716531742026,1.2769716531742026,1.170849094129349
43,0,43,-1.0,-1.0,0,13,0,0,"13,9,8","0.419580,0.381654,0.198766",-0.2722680866718292,0.05637342482805252,-0.2722680866718292,0.05637342482805252,-0.275860071182251,-0.06662216782569885,1.2827776698864186,1.2827776698864186,1.1813436477598602
44,0,44,-1.0,-1.0,0,13,0,0,"13,9,8","0.408917,0.400470,0.190613",-0.26033419370651245,0.06924586743116379,-0.26033419370651245,0.06924586743116379,-0.268556147813797,-0.0684404969215393,1.3001508489473124,1.3001508489473124,1.184404161034898
45,0,45,-1.0,-1.0,0,9,0,0,"9,13,10","0.403098,0.392937,0.203965",-0.3133320212364197,0.021442726254463196,-0.3133320212364197,0.021442726254463196,-0.33772391080856323,-0.10819308459758759,1.2307957410055541,1.2307957410055541,1.1108236550750392
46,0,46,-1.0,-1.0,0,9,0,0,"9,13,8","0.412898,0.352495,0.234607",-0.285126656293869,0.04281940311193466,-0.285126656293869,0.04281940311193466,-0.2967489957809448,-0.0849514901638031,1.2643244065698944,1.2643244065698944,1.1540692138206243
47,0,47,-1.0,-1.0,0,13,0,0,"13,9,14","0.517154,0.340301,0.142545",-0.3142794370651245,-0.011203192174434662,-0.3142794370651245,-0.011203192174434662,-0.33133378624916077,-0.13741539418697357,1.2033003854390434,1.2033003854390434,1.0914058400052187
48,0,48,-1.0,-1.0,0,13,0,0,"13,9,8","0.434796,0.390252,0.174952",-0.30813780426979065,-0.03775161877274513,-0.30813780426979065,-0.03775161877274513,-0.33160606026649475,-0.15299032628536224,1.185156211246053,1.185156211246053,1.0789698077511964
49,0,49,-1.0,-1.0,0,9,0,0,"9,13,8","0.492278,0.265316,0.242407",-0.2667671740055084,-0.000763624906539917,-0.2667671740055084,-0.000763624906539917,-0.26439252495765686,-0.12213461101055145,1.2393965105751212,1.2393965105751212,1.1453235344319819
50,1,0,-0.8,-1.0,0,13,0,0,"13,9,8","0.444702,0.374475,0.180823",-0.2694161534309387,0.06861180812120438,-0.2694161534309387,0.06861180812120438,-0.27302083373069763,-0.07085003703832626,1.1930844122257616,1.1930844122257616,1.0681885111503346
51,1,1,-0.8,-1.0,0,9,0,0,"9,13,8","0.380706,0.370912,0.248383",-0.2689206004142761,0.011503741145133972,-0.2689206004142761,0.011503741145133972,-0.2828142046928406,-0.10684506595134735,1.142446999652472,1.142446999652472,1.032088602341365
52,1,2,-0.8,-1.0,0,9,0,0,"9,13,8","0.435745,0.324106,0.240150",-0.2825404405593872,0.0198824480175972,-0.2825404405593872,0.0198824480175972,-0.28437355160713196,-0.08985890448093414,1.1436453136487903,1.1436453136487903,1.0460532720826834
53,1,3,-0.8,-1.0,0,9,0,0,"9,13,10","0.534314,0.269639,0.196048",-0.2424723207950592,-0.0693979412317276,-0.2424723207950592,-0.0693979412317276,-0.24464356899261475,-0.17774838209152222,1.084830542003402,1.084830542003402,0.9922290504789557
54,1,4,-0.8,-1.0,0,9,0,0,"9,13,8","0.398262,0.360833,0.240905",-0.2718806266784668,0.01357586681842804,-0.2718806266784668,0.01357586681842804,-0.2799794673919678,-0.10242325067520142,1.1429112433930542,1.1429112433930542,1.0373357100102232
55,1,5,-0.8,-1.0,0,13,0,0,"13,9,8","0.389218,0.383269,0.227513",-0.25121381878852844,0.0012803897261619568,-0.25121381878852844,0.0012803897261619568,-0.2696840465068817,-0.10464130342006683,1.1418093936988103,1.1418093936988103,1.040625872285824
56,1,6,-0.8,-1.0,0,9,0,0,"9,13,8","0.417888,0.319024,0.263088",-0.25685909390449524,-0.025280330330133438,-0.25685909390449524,-0.025280330330133438,-0.26945412158966064,-0.13688333332538605,1.1158317428338287,1.1158317428338287,1.0131383466189083
57,1,7,-0.8,-1.0,0,13,0,0,"13,9,8","0.426348,0.366939,0.206712",-0.27423346042633057,0.059064045548439026,-0.27423346042633057,0.059064045548439026,-0.28296223282814026,-0.07257846742868423,1.1823904205924103,1.1823904205924103,1.0618091880177862
58,1,8,-0.8,-1.0,0,9,0,0,"9,13,8","0.485858,0.293629,0.220513",-0.29483547806739807,0.07830188423395157,-0.29483547806739807,0.07830188423395157,-0.29443132877349854,-0.060078784823417664,1.1907670417684075,1.1907670417684075,1.0672635907144745
59,1,9,-0.8,-1.0,0,9,0,0,"9,13,8","0.493994,0.281944,0.224062",-0.2537343502044678,0.002459913492202759,-0.2537343502044678,0.002459913492202759,-0.26175621151924133,-0.110837921500206,1.1416356854554477,1.1416356854554477,1.039382305833707
60,1,10,-0.8,-1.0,0,9,0,0,"9,13,8","0.431556,0.376356,0.192088",-0.2588081359863281,0.024278126657009125,-0.2588081359863281,0.024278126657009125,-0.25875934958457947,-0.09834829717874527,1.1584620470358902,1.1584620470358902,1.0516259957145295
61,1,11,-0.8,-1.0,0,9,0,0,"9,13,8","0.514299,0.272585,0.213115",-0.2528858780860901,-0.0032668448984622955,-0.2528858780860901,-0.0032668448984622955,-0.2464415431022644,-0.1139865592122078,1.137018401291859,1.137018401291859,1.0447233042579382
62,1,12,-0.8,-1.0,0,9,0,0,"9,13,8","0.518262,0.296585,0.185153",-0.26554566621780396,0.035162799060344696,-0.26554566621780396,0.035162799060344696,-0.26212579011917114,-0.07405111193656921,1.1649907533783341,1.1649907533783341,1.0708361260999881
63,1,13,-0.8,-1.0,0,9,0,0,"9,13,8","0.391317,0.357506,0.251177",-0.2638755738735199,0.0019113048911094666,-0.2638755738735199,0.0019113048911094666,-0.2752839922904968,-0.11426932364702225,1.1363343095929355,1.1363343095929355,1.0294880862736113
64,1,14,-0.8,-1.0,0,9,0,0,"9,13,8","0.411222,0.368474,0.220304",-0.2679177522659302,0.013902164995670319,-0.2679177522659302,0.013902164995670319,-0.27628281712532043,-0.10497373342514038,1.1450367323962352,1.1450367323962352,1.0369916612476313
65,1,15,-0.8,-1.0,0,9,0,0,"9,13,8","0.427636,0.307350,0.265014",-0.30606475472450256,-0.030884230509400368,-0.30606475472450256,-0.030884230509400368,-0.3306910991668701,-0.14360783994197845,1.0877303899407806,1.0877303899407806,0.9765543385854392
66,1,16,-0.8,-1.0,0,13,0,0,"13,9,8","0.437391,0.374338,0.188271",-0.24864792823791504,0.04582861810922623,-0.24864792823791504,0.04582861810922623,-0.2599363625049591,-0.07580137252807617,1.1822633401626716,1.1822633401626716,1.0704260065811941
67,1,17,-0.8,-1.0,0,9,0,0,"9,13,8","0.415819,0.378903,0.205279",-0.3220709264278412,0.07333559542894363,-0.3220709264278412,0.07333559542894363,-0.30710530281066895,-0.054542530328035355,1.174932125605708,1.174932125605708,1.066224652442381
68,1,18,-0.8,-1.0,0,9,0,0,"9,13,8","0.592771,0.242163,0.165065",-0.3265036344528198,0.026740722358226776,-0.3265036344528198,0.026740722358226776,-0.3319227397441864,-0.06433522701263428,1.1306614520426006,1.1306614520426006,1.0462145520771957
69,1,19,-0.8,-1.0,0,9,0,0,"9,13,8","0.440713,0.323594,0.235693",-0.34036388993263245,0.0402446985244751,-0.34036388993263245,0.0402446985244751,-0.3211599588394165,-0.08289064466953278,1.1372661898105199,1.1372661898105199,1.034590428456273
70,1,20,-0.8,-1.0,0,13,0,0,"13,9,8","0.404004,0.377771,0.218226",-0.26780492067337036,0.002479400485754013,-0.26780492067337036,0.002479400485754013,-0.28561297059059143,-0.11397287249565125,1.1349874672690243,1.1349874672690243,1.0245184657673299
71,1,21,-0.8,-1.0,0,9,0,0,"9,13,8","0.558965,0.259074,0.181961",-0.2573208212852478,0.014636874198913574,-0.2573208212852478,0.014636874198913574,-0.2559843361377716,-0.09324033558368683,1.150647069041876,1.150647069041876,1.0574337480617149
72,1,22,-0.8,-1.0,0,9,0,0,"9,13,8","0.497979,0.263227,0.238794",-0.25217536091804504,-0.03221330791711807,-0.25217536091804504,-0.03221330791711807,-0.26183438301086426,-0.1370326578617096,1.112080445182812,1.112080445182812,1.0170225488682747
73,1,23,-0.8,-1.0,0,9,0,0,"9,13,8","0.434577,0.341930,0.223493",-0.314797580242157,0.03821900486946106,-0.314797580242157,0.03821900486946106,-0.3092834949493408,-0.08704711496829987,1.1460017845583836,1.1460017845583836,1.0364775244147064
74,1,24,-0.8,-1.0,0,9,0,0,"9,13,8","0.488097,0.275817,0.236085",-0.2965702712535858,0.012726359069347382,-0.2965702712535858,0.012726359069347382,-0.28325706720352173,-0.11011280119419098,1.1309536551687451,1.1309536551687451,1.0290395935985919
75,1,25,-0.8,-1.0,0,9,0,0,"9,13,8","0.441356,0.298635,0.260009",-0.3202173709869385,0.03918680548667908,-0.3202173709869385,0.03918680548667908,-0.33879852294921875,-0.08556245267391205,1.1445962553670592,1.1445962553670592,1.0241595727197856
76,1,26,-0.8,-1.0,0,9,0,0,"9,13,8","0.422261,0.393986,0.183753",-0.2529209852218628,0.002115882933139801,-0.2529209852218628,0.002115882933139801,-0.2610904574394226,-0.10226722806692123,1.1417231237202319,1.1417231237202319,1.0470661988936039
77,1,27,-0.8,-1.0,0,13,0,0,"13,9,8","0.417671,0.379303,0.203026",-0.2830650806427002,0.05204316973686218,-0.2830650806427002,0.05204316973686218,-0.27933600544929504,-0.08246758580207825,1.1721845169771363,1.1721845169771363,1.0549676423120111
78,1,28,-0.8,-1.0,0,9,0,0,"9,13,8","0.454245,0.323893,0.221862",-0.2724260091781616,-0.03641543909907341,-0.2724260091781616,-0.03641543909907341,-0.2842883765697479,-0.15261107683181763,1.0985579282852191,1.0985579282852191,0.9919810812960084
79,1,29,-0.8,-1.0,0,9,0,0,"9,13,8","0.552036,0.250236,0.197727",-0.26027220487594604,-0.034416016191244125,-0.26027220487594604,-0.034416016191244125,-0.2502768337726593,-0.14394798874855042,1.1061909973496713,1.1061909973496713,1.0173596244468641
80,1,30,-0.8,-1.0,0,9,0,0,"9,13,8","0.622635,0.314513,0.062852",-0.3576124608516693,0.11129877716302872,-0.3576124608516693,0.11129877716302872,-0.31715741753578186,0.024731382727622986,1.1961152565358235,1.1961152565358235,1.1327891975948488
81,1,31,-0.8,-1.0,0,13,0,0,"13,9,8","0.407643,0.392429,0.199928",-0.25131502747535706,0.00440593808889389,-0.25131502747535706,0.00440593808889389,-0.26596176624298096,-0.10661809146404266,1.1445027250044444,1.1445027250044444,1.0408304711208576
82,1,32,-0.8,-1.0,0,9,0,0,"9,13,8","0.411034,0.383936,0.205030",-0.28465792536735535,0.022772103548049927,-0.28465792536735535,0.022772103548049927,-0.2910648286342621,-0.09209003299474716,1.1452686277388293,1.1452686277388293,1.0408244409315879
83,1,33,-0.8,-1.0,0,9,0,0,"9,13,8","0.513093,0.273188,0.213719",-0.2976517975330353,0.0005042403936386108,-0.2976517975330353,0.0005042403936386108,-0.28315702080726624,-0.11218555271625519,1.1195367129163039,1.1195367129163039,1.0272979888749718
84,1,34,-0.8,-1.0,0,9,0,0,"9,13,8","0.458521,0.341951,0.199528",-0.25750163197517395,-0.0003166496753692627,-0.25750163197517395,-0.0003166496753692627,-0.25751402974128723,-0.11208517849445343,1.1373967118933825,1.1373967118933825,1.0405209071310213
85,1,35,-0.8,-1.0,0,9,0,0,"9,13,8","0.507248,0.315915,0.176837",-0.22917026281356812,-0.010033644735813141,-0.22917026281356812,-0.010033644735813141,-0.2274094521999359,-0.11773881316184998,1.1427510548721402,1.1427510548721402,1.051781696565898
86,1,36,-0.8,-1.0,0,13,0,0,"13,9,10","0.425336,0.387401,0.187263",-0.2978156805038452,0.06090930849313736,-0.2978156805038452,0.06090930849313736,-0.3102279007434845,-0.07086547464132309,1.173762178465128,1.173762178465128,1.050317892556167
87,1,37,-0.8,-1.0,0,9,0,0,"9,13,8","0.398966,0.363911,0.237123",-0.27815160155296326,0.044952839612960815,-0.27815160155296326,0.044952839612960815,-0.27760547399520874,-0.08319198340177536,1.1680120667086138,1.1680120667086138,1.055193337781537
88,1,38,-0.8,-1.0,0,9,0,0,"9,13,8","0.419249,0.378295,0.202457",-0.2879545986652374,0.04218541830778122,-0.2879545986652374,0.04218541830778122,-0.29576194286346436,-0.08342482149600983,1.1611808382682876,1.1611808382682876,1.046119532421821
89,1,39,-0.8,-1.0,0,13,0,0,"13,9,8","0.422282,0.368475,0.209243",-0.24094724655151367,0.05628712475299835,-0.24094724655151367,0.05628712475299835,-0.24062514305114746,-0.08462199568748474,1.1951077236204652,1.1951077236204652,1.0727614466253494
90,1,40,-0.8,-1.0,0,13,0,0,"13,9,8","0.441797,0.341154,0.217049",-0.2492043673992157,0.046438008546829224,-0.2492043673992157,0.046438008546829224,-0.25310462713241577,-0.06358559429645538,1.1825431639578963,1.1825431639578963,1.084419885502427
91,1,41,-0.8,-1.0,0,9,0,0,"9,13,10","0.382291,0.368282,0.249427",-0.29446232318878174,0.0727001503109932,-0.29446232318878174,0.0727001503109932,-0.3148089051246643,-0.07557283341884613,1.1858557902008622,1.1858557902008622,1.04401914966134
92,1,42,-0.8,-1.0,0,9,0,0,"9,13,8","0.432224,0.382121,0.185655",-0.310418039560318,0.0993313267827034,-0.310418039560318,0.0993313267827034,-0.3056212067604065,-0.0365353487432003,1.2034200688179424,1.2034200688179424,1.082900976740913
93,1,43,-0.8,-1.0,0,13,0,0,"13,9,10","0.416456,0.386469,0.197075",-0.2686436176300049,0.027446657419204712,-0.2686436176300049,0.027446657419204712,-0.27998054027557373,-0.10195796191692352,1.1567135509395683,1.1567135509395683,1.0377377995700503
94,1,44,-0.8,-1.0,0,11,0,0,"11,9,13","0.360526,0.326968,0.312506",-0.3019774854183197,0.042239315807819366,-0.3019774854183197,0.042239315807819366,-0.3406864106655121,-0.06769447028636932,1.155114373750847,1.155114373750847,1.0393087000896049
95,1,45,-0.8,-1.0,0,9,0,0,"9,13,8","0.438227,0.334056,0.227716",-0.3493921458721161,0.08442293852567673,-0.3493921458721161,0.08442293852567673,-0.3283623158931732,-0.03380655497312546,1.1743170559105407,1.1743170559105407,1.0751613266308229
96,1,46,-0.8,-1.0,0,9,0,0,"9,13,8","0.423574,0.374451,0.201974",-0.26499155163764954,-0.018343321979045868,-0.26499155163764954,-0.018343321979045868,-0.27642831206321716,-0.14347544312477112,1.1179820541145662,1.1179820541145662,1.0038733131920976
97,1,47,-0.8,-1.0,0,9,0,0,"9,13,8","0.400122,0.398503,0.201375",-0.2503763735294342,0.02811991423368454,-0.2503763735294342,0.02811991423368454,-0.2604893445968628,-0.08343935012817383,1.1658116009109425,1.1658116009109425,1.0635577897730744
98,1,48,-0.8,-1.0,0,9,0,0,"9,13,8","0.350402,0.334149,0.315449",-0.2613506019115448,0.017877481877803802,-0.2613506019115448,0.017877481877803802,-0.2633209228515625,-0.09010598063468933,1.1516152752438438,1.1516152752438438,1.0563766176537888
99,1,49,-0.8,-1.0,0,13,0,0,"13,9,10","0.457164,0.361929,0.180907",-0.30298706889152527,-0.004856429994106293,-0.30298706889152527,-0.004856429994106293,-0.33030062913894653,-0.12081556767225266,1.1123545202016811,1.1123545202016811,0.9967862183210263
100,2,0,-0.6,-1.0,0,11,0,0,"11,8,9","0.415127,0.346541,0.238331",-0.3122715950012207,-0.054083969444036484,-0.3122715950012207,-0.054083969444036484,-0.3603302538394928,-0.13176020979881287,0.9887086385310346,0.9887086385310346,0.9007118965092242
101,2,1,-0.6,-1.0,0,8,0,0,"8,11,9","0.439547,0.356547,0.203905",-0.3379928469657898,-0.06215881556272507,-0.3379928469657898,-0.06215881556272507,-0.3792044222354889,-0.13066960871219635,0.9737524508147862,0.9737524508147862,0.8969314446360825
102,2,2,-0.6,-1.0,0,8,0,0,"8,11,9","0.380107,0.364389,0.255503",-0.32138895988464355,-0.06290420889854431,-0.32138895988464355,-0.06290420889854431,-0.3669106066226959,-0.13939858973026276,0.9776362479850181,0.9776362479850181,0.8916083516114349
103,2,3,-0.6,-1.0,0,8,0,0,"8,11,9","0.377486,0.333414,0.289100",-0.2889069616794586,-0.040637001395225525,-0.2889069616794586,-0.040637001395225525,-0.3240586817264557,-0.11269083619117737,1.00854164097644,1.00854164097644,0.9292261098944936
